rxn	fpkm
GAPD	43.5242
HBZOPT	44.0007
HMBS	44.2249
NTPP1	44.4391
ALDD2y	44.5675
U23GAAT	44.7433
TPI	45.2858
BPNT	46.1811
RNTR1c2	46.9573
HCO3E	48.0052
FCLT	48.8065
NADH16pp	49.6492
KDOPS	49.9401
DGK1	51.5201
GLYCL	52.5617
POR5	53.9494
PAPSR2	54.7123
DAPE	55.3661
SULabcpp	55.5996
LGTHL	56.3906
CYTBO3_4pp	56.9648
MECDPDH5	57.1981
NADH9	57.4229
SULabcpp	60.5204
ALAR	60.9175
ACKr	61.0785
KDOCT2	61.7755
LEUt2rpp	61.831
PGMT	61.9213
DHAPT	62.1554
MOADSUx	62.6052
CFAS160G	64.4372
METSOXR2	65.4197
ECAP1pp	65.4516
TRDR	66.6554
RHCCE	66.8545
CUt2pp	67.7831
NTP3	69.3733
QMO2	69.8557
PANTS	70.8976
KAS14	71.0209
ACCOAC	71.517
SHKK	73.4943
PDH	76.029
EDA	76.3309
CUt2pp	77.3704
SULabcpp	77.9789
GAPD	78.434
PGK	81.2275
CYTBDpp	82.7556
DBTS	83.3885
T2DECAI	87.2488
MGSA	89.9687
NI2uabcpp	91.4415
AHGDx	92.0726
PROabcpp	93.5982
CYANSTpp	99.272
DAAD	102.2
FDH4pp	106.24
DHDPS	111.66
LIPOS	114.528
3PEPTabcpp	116.535
PNSPA	118.431
MDH	119.764
UAGAAT	122.27
SUCptspp	122.58
I2FE2ST	125.646
PGM	126.11
PAPSR2	131.891
NADH9	133.269
GLYCL	135.366
3HAD80	136.688
CYTBDpp	140.739
GAPD	147.345
ACGAMT	147.945
NADH16pp	152.715
NADHPO	154.647
ASAD	163.365
DDPA	166.39
TRDR	186.938
PROabcpp	197.389
CYSS	197.932
TALA	205.096
ADSS	236.413
CRNt2rpp	348.009
PROabcpp	377.595
SPODM	393.348
UHGADA	531.421
AKGt2rpp	606.834
26DAHtex	648.202
AACPS1	670.727
H2Otex	672.685
ALPATE160pp	3082.51
