Rxn	WT_20nM/5uM	pdxBJ_20nM/5uM	pdxBJ/WT_20nM
CRNDt2rpp	0.051015525	0.166571862	0.143026717
CRNDtex	-0.903871103	-0.523639415	0.429627306
CRNDtex	0.470065903	-1.366947595	-1.360493472
CRNDtex	-0.472060634	0.327076275	1.148617799
CRNDtex	0.180532993	-0.433848486	-1.481278919
CRNt2rpp	0.051015525	0.166571862	0.143026717
CRNt7pp	-1.726708091	0.414242991	0.910885923
CRNt8pp	-1.726708091	0.414242991	0.910885923
CRNtex	-0.903871103	-0.523639415	0.429627306
CRNtex	0.470065903	-1.366947595	-1.360493472
CRNtex	-0.472060634	0.327076275	1.148617799
CRNtex	0.180532993	-0.433848486	-1.481278919
CS	0.258336243	-0.765980563	0.732283192
CS1tex	-0.903871103	-0.523639415	0.429627306
CS1tex	0.470065903	-1.366947595	-1.360493472
CS1tex	-0.472060634	0.327076275	1.148617799
CS1tex	0.180532993	-0.433848486	-1.481278919
CSND	0.122698459	-0.194056998	-0.227604202
CSNt2pp	0.044951738	-0.508733526	-0.034928859
CSNtex	-0.903871103	-0.523639415	0.429627306
CSNtex	0.470065903	-1.366947595	-1.360493472
CSNtex	-0.472060634	0.327076275	1.148617799
CSNtex	0.180532993	-0.433848486	-1.481278919
CTBTabcpp	0.095787042	-0.504772142	-0.785109042
CTBTabcpp	-0.302644149	-0.325670974	-0.270880396
CTBTabcpp	0.057286099	-0.857362389	-0.963377711
CTBTCAL2	-0.193423031	-0.03947855	-0.199716071
CTBTt2rpp	0.051015525	0.166571862	0.143026717
CTECOAI6	-0.00245871	-1.488474381	-1.067344593
CTECOAI7	-0.00245871	-1.488474381	-1.067344593
CTECOAI8	-0.00245871	-1.488474381	-1.067344593
CTPS2	0.265025031	0.743385687	-0.061071708
CU1abcpp	-0.047579518	-0.550540766	-0.865031103
CU1Opp	0.237846822	-0.867439267	-1.201941438
CU2abcpp	1.027988804	-0.397804451	-0.7926548
CU2tex	-0.903871103	-0.523639415	0.429627306
CU2tex	0.470065903	-1.366947595	-1.360493472
CU2tex	-0.472060634	0.327076275	1.148617799
CU2tex	0.180532993	-0.433848486	-1.481278919
CU2tpp	0.234847841	-0.257061647	0.288312565
CURR	-0.071898195	0.090733199	0.043677727
CUt2pp	0.317520147	0.014039897	-0.552787689
CUt2pp	0.208897453	0.188766922	0.2093866
CUt2pp	-0.256744011	0.808456776	0.835327098
CUt2pp	0.052384851	0.692663407	0.066402356
CUt2pp	0.303982025	1.195171548	1.569415045
CUt2pp	-0.056383699	0.248462392	0.234939843
CUt2pp	0.11341373	-0.25513275	-0.481505973
CUt3	-1.245596882	-0.230892744	1.220573517
CUt3	0.07691763	0.155009722	0.966432319
CUt3	-0.786281082	-0.080885884	1.066472843
CUt3	-0.943494964	0.262223244	1.058871703
CUtex	-0.903871103	-0.523639415	0.429627306
CUtex	0.470065903	-1.366947595	-1.360493472
CUtex	-0.472060634	0.327076275	1.148617799
CUtex	0.180532993	-0.433848486	-1.481278919
CXSAMS	0.296771544	0.484232842	-0.105480815
CYANST	0.093910317	-0.557316137	-1.724888611
CYANST	0.121324252	0.111844992	-0.530482137
CYANST	0.139928514	-0.326276832	0.404083242
CYANSTpp	0.240710962	-0.301353549	-1.301197881
CYANtex	-0.903871103	-0.523639415	0.429627306
CYANtex	0.470065903	-1.366947595	-1.360493472
CYANtex	-0.472060634	0.327076275	1.148617799
CYANtex	0.180532993	-0.433848486	-1.481278919
CYNTAH	-0.918350604	0.171398713	0.767668803
CYNTt2pp	-0.975274197	0.143261324	0.83412169
CYNTtex	-0.903871103	-0.523639415	0.429627306
CYNTtex	0.470065903	-1.366947595	-1.360493472
CYNTtex	-0.472060634	0.327076275	1.148617799
CYNTtex	0.180532993	-0.433848486	-1.481278919
CYSabc2pp	0.109350096	-0.094956805	-0.148480888
CYSabc2pp	0.302591686	0.366069397	0.436655602
CYSabcpp	0.140640733	0.415933932	0.722734874
CYSabcpp	0.115485649	0.46000398	0.598625526
CYSabcpp	-0.12402822	-0.116020519	1.379612892
CYSDDS	0.197678436	0.130631431	0.179041716
CYSDS	0.131382178	-0.000313654	0.019180506
CYSDS	0.592650115	-0.685636209	-1.635822953
CYSDtex	-0.903871103	-0.523639415	0.429627306
CYSDtex	0.470065903	-1.366947595	-1.360493472
CYSDtex	-0.472060634	0.327076275	1.148617799
CYSDtex	0.180532993	-0.433848486	-1.481278919
CYSItex	-0.903871103	-0.523639415	0.429627306
CYSItex	0.470065903	-1.366947595	-1.360493472
CYSItex	-0.472060634	0.327076275	1.148617799
CYSItex	0.180532993	-0.433848486	-1.481278919
CYSItpp	0.008243607	0.115585792	0.152118929
CYSS	-0.178849957	0.382023866	1.572438699
CYSS	-0.011352152	0.693408158	2.479998254
CYSSADS	-0.402677704	0.508276807	0.249488809
CYSSADS	0.310246449	-0.019084948	-0.081583451
CYSTA	0.419194767	-0.512905178	-0.135210621
CYStex	-0.903871103	-0.523639415	0.429627306
CYStex	0.470065903	-1.366947595	-1.360493472
CYStex	-0.472060634	0.327076275	1.148617799
CYStex	0.180532993	-0.433848486	-1.481278919
CYSTL	0.247451914	-0.183011197	-0.572327417
CYSTL	0.131382178	-0.000313654	0.019180506
CYStpp	-0.085295966	-0.148269769	0.668422818
CYStpp	-0.126015615	0.43364473	0.495338119
CYTBD2pp	-0.087656399	0.223860546	-0.211301054
CYTBD2pp	0.029588734	0.029984753	-0.385266993
CYTBDpp	0.517897911	-0.076324931	-0.606296469
CYTBDpp	0.336885583	-0.441308359	-0.779158351
CYTBDpp	-0.087656399	0.223860546	-0.211301054
CYTBDpp	0.029588734	0.029984753	-0.385266993
CYTBDpp	0.176266875	-0.765330705	-1.079494101
CYTBO3_4pp	0.189517089	-0.389367942	-0.228918341
CYTBO3_4pp	0.199824885	-0.826679629	-0.497359917
CYTBO3_4pp	0.364417989	-1.31409884	-1.178453228
CYTBO3_4pp	0.595700868	-1.58041794	-1.522244717
CYTD	0.121674668	-0.292529896	-0.462291175
CYTDH	0.199519686	-0.367608182	-1.118270635
CYTDH	0.349013929	-0.395563386	-0.880876563
CYTDH	-1.137193902	-0.051560754	0.326202451
CYTDK1	0.549024878	0.171974119	-0.465818749
CYTDK2	0.549024878	0.171974119	-0.465818749
CYTDt2pp_copy1	0.529450094	-0.56393921	-0.773109513
CYTDt2pp_copy1	0.025561925	-1.549889762	-2.253176812
CYTDt2pp_copy2	-0.513452515	0.334296347	0.436508097
CYTDtex	-0.903871103	-0.523639415	0.429627306
CYTDtex	0.470065903	-1.366947595	-1.360493472
CYTDtex	-0.472060634	0.327076275	1.148617799
CYTDtex	0.180532993	-0.433848486	-1.481278919
CYTK1	0.36405469	-0.078017218	-0.284884432
CYTK2	0.36405469	-0.078017218	-0.284884432
D_LACt2pp	-0.373629336	0.653381081	0.887032537
D_LACt2pp	-0.037892001	-1.376241628	-0.853454718
D_LACtex	-0.903871103	-0.523639415	0.429627306
D_LACtex	0.470065903	-1.366947595	-1.360493472
D_LACtex	-0.472060634	0.327076275	1.148617799
D_LACtex	0.180532993	-0.433848486	-1.481278919
DAAD	0.284510674	-0.856067168	-0.556025515
DADA	0.501724669	0.418627822	-0.270259382
DADK	0.57512365	-0.460591865	-0.435302249
DADNt2pp	0.529450094	-0.56393921	-0.773109513
DADNt2pp	0.025561925	-1.549889762	-2.253176812
DADNtex	0.335973842	-0.63203516	-0.914737942
DAGK120	0.498225008	-0.058234637	0.19746495
DAGK140	0.498225008	-0.058234637	0.19746495
DAGK141	0.498225008	-0.058234637	0.19746495
DAGK160	0.498225008	-0.058234637	0.19746495
DAGK161	0.498225008	-0.058234637	0.19746495
DAGK180	0.498225008	-0.058234637	0.19746495
DAGK181	0.498225008	-0.058234637	0.19746495
DALAt2pp	0.337868892	-0.65375955	-0.976730728
DALAtex	-0.903871103	-0.523639415	0.429627306
DALAtex	0.470065903	-1.366947595	-1.360493472
DALAtex	-0.472060634	0.327076275	1.148617799
DALAtex	0.180532993	-0.433848486	-1.481278919
DAMPtex	-0.903871103	-0.523639415	0.429627306
DAMPtex	0.470065903	-1.366947595	-1.360493472
DAMPtex	-0.472060634	0.327076275	1.148617799
DAMPtex	0.180532993	-0.433848486	-1.481278919
DAPAL	-0.805451412	0.012907984	0.511219042
DAPDC	0.120281653	-1.691548573	-1.805675521
DAPE	0.189792297	-0.100493889	-0.036648041
DAPtex	-0.903871103	-0.523639415	0.429627306
DAPtex	0.470065903	-1.366947595	-1.360493472
DAPtex	-0.472060634	0.327076275	1.148617799
DAPtex	0.180532993	-0.433848486	-1.481278919
DASYN120	0.326770366	0.104165822	0.047510238
DASYN140	0.326770366	0.104165822	0.047510238
DASYN141	0.326770366	0.104165822	0.047510238
DASYN160	0.326770366	0.104165822	0.047510238
DASYN161	0.326770366	0.104165822	0.047510238
DASYN180	0.326770366	0.104165822	0.047510238
DASYN181	0.326770366	0.104165822	0.047510238
DB4PS	0.33956744	-0.021460313	-0.295986791
DBTS	-0.334112493	1.39732848	2.396739539
DC6PDA	0.000845854	0.112466255	-0.035023359
DCAtex	-0.903871103	-0.523639415	0.429627306
DCAtex	0.470065903	-1.366947595	-1.360493472
DCAtex	-0.472060634	0.327076275	1.148617799
DCAtex	0.180532993	-0.433848486	-1.481278919
DCMPtex	-0.903871103	-0.523639415	0.429627306
DCMPtex	0.470065903	-1.366947595	-1.360493472
DCMPtex	-0.472060634	0.327076275	1.148617799
DCMPtex	0.180532993	-0.433848486	-1.481278919
DCTPD	0.359689805	-0.009993343	-0.394410414
DCYTD	0.121674668	-0.292529896	-0.462291175
DCYTt2pp	0.529450094	-0.56393921	-0.773109513
DCYTt2pp	0.025561925	-1.549889762	-2.253176812
DCYTtex	0.335973842	-0.63203516	-0.914737942
DDCAtexi	0.636373079	-2.319411356	-2.469906671
DDGALK	0.135791144	0.368769587	-0.160955063
DDGLCNt2rpp	-0.490242104	-0.622552779	-0.274031324
DDGLCNtex	-0.903871103	-0.523639415	0.429627306
DDGLCNtex	0.470065903	-1.366947595	-1.360493472
DDGLCNtex	-0.472060634	0.327076275	1.148617799
DDGLCNtex	0.180532993	-0.433848486	-1.481278919
DDGLK	0.430816759	-0.355034189	-0.399044565
DDPA	0.553311759	0.103494893	0.107074554
DDPA	0.458581968	-0.058068386	0.427822241
DDPA	-0.375647968	-1.71509337	-1.382437531
DDPGALA	-0.738288315	0.381128577	0.199334866
DGK1	0.288466545	0.438861762	-0.257916192
DGMPtex	-0.903871103	-0.523639415	0.429627306
DGMPtex	0.470065903	-1.366947595	-1.360493472
DGMPtex	-0.472060634	0.327076275	1.148617799
DGMPtex	0.180532993	-0.433848486	-1.481278919
DGSNt2pp	0.025561925	-1.549889762	-2.253176812
DGSNtex	-0.903871103	-0.523639415	0.429627306
DGSNtex	0.470065903	-1.366947595	-1.360493472
DGSNtex	-0.472060634	0.327076275	1.148617799
DGSNtex	0.180532993	-0.433848486	-1.481278919
DGUNC	-0.036711914	0.632576993	1.119247667
DGUNC	0.206371039	-0.127144617	-0.698274907
DGUNC	-0.380631292	0.54864645	1.242540774
DGUNC	0.273680991	0.291797946	0.291792285
DGUNC	0.284300776	0.611845279	0.174103325
DHACOAH	-1.792951381	0.577775241	1.814471148
DHAD1	0.545734848	0.815627773	1.495699653
DHAD2	0.545734848	0.815627773	1.495699653
DHAPT	0.162532486	0.576565794	-0.121045714
DHAPT	0.219169198	0.437123878	-0.370908264
DHAPT	0.460637024	0.33560822	-0.511638115
DHAPT	0.275929316	0.065712667	-0.266131736
DHAPT	0.241073785	-0.10224412	-0.713379671
DHAtex	-0.903871103	-0.523639415	0.429627306
DHAtex	0.470065903	-1.366947595	-1.360493472
DHAtex	-0.472060634	0.327076275	1.148617799
DHAtex	0.180532993	-0.433848486	-1.481278919
DHBD	-0.096597087	-1.183133767	-0.989568176
DHBS	0.135960615	-1.458507765	-1.296860363
DHBSZ3FEabcpp	0.282994744	-0.231555689	-0.512696357
DHBSZ3FEabcpp	0.18972367	0.132500617	-0.394609611
DHBSZ3FEabcpp	0.085451034	0.286872602	-0.197123285
DHBSZ3FEabcpp	0.487274766	0.312686983	-0.123723076
DHCIND	0.001114359	0.160881714	0.779759067
DHCINDO	-1.934665131	0.099516081	0.782617269
DHCURR	-0.071898195	0.090733199	0.043677727
DHDPRy	0.399886191	-0.792006277	-1.042696761
DHDPS	0.372545318	-0.024050694	-0.000867645
DHFR	0.425238407	-0.504475478	-0.244826801
DHFR	0.343723423	0.248261983	0.468787825
DHFS	-0.017809596	-0.276689319	-0.74499656
DHMPTR	0.343723423	0.248261983	0.468787825
DHNAOT4	0.251428603	-0.128554262	-0.156761994
DHNCOAS	0.504651834	-0.381214994	-0.836799936
DHNCOAT	-0.003638061	-0.741200553	-0.524270748
DHNPA2r	0.187072795	-0.113578347	-0.257113752
DHNPTE	0.187072795	-0.113578347	-0.257113752
DHORD2	0.608938925	-1.017389564	-1.113384074
DHORD5	0.608938925	-1.017389564	-1.113384074
DHORTS	0.289569193	-0.687034969	-0.236382889
DHPPD	0.001114359	0.160881714	0.779759067
DHPPDA2	0.287020757	0.085801282	-0.878998717
DHPS2	0.129714321	-0.405692137	-0.736314904
DHPStex	-3.250349778	-0.618205315	0.843690199
DHPStr	-1.585156828	0.39897158	1.013984802
DHPTDNR	0.251332269	-0.653351552	-0.442197281
DHPTDNRN	0.251332269	-0.653351552	-0.442197281
DHPTPE	0.17388585	-0.020008643	-0.294501085
DHQS	0.381207249	-0.204462455	-0.550734206
DHQTi	0.402845995	0.178702697	1.0912799
DIMPtex	-0.903871103	-0.523639415	0.429627306
DIMPtex	0.470065903	-1.366947595	-1.360493472
DIMPtex	-0.472060634	0.327076275	1.148617799
DIMPtex	0.180532993	-0.433848486	-1.481278919
DINSt2pp	0.025561925	-1.549889762	-2.253176812
DINStex	-0.903871103	-0.523639415	0.429627306
DINStex	0.470065903	-1.366947595	-1.360493472
DINStex	-0.472060634	0.327076275	1.148617799
DINStex	0.180532993	-0.433848486	-1.481278919
DKGLCNR1	0.12474482	0.135213938	0.015614437
DKGLCNR1	0.215106844	-0.750511978	-2.154256206
DKGLCNR2x	0.528145387	-0.168463355	-0.022835121
DKGLCNR2y	0.528145387	-0.168463355	-0.022835121
DMATT	0.355506867	0.085993937	-0.088074901
DMPPS	0.389689471	0.116955213	0.374258601
DMQMT	0.398288845	0.307645333	-0.284551297
DMSOR1	0.528888094	0.022650221	-1.761096287
DMSOR1	0.76850387	-0.259031104	-2.054524703
DMSOR1	0.629512266	-0.306303341	-1.919864093
DMSOR1	0.536818098	-0.097224576	-1.025209422
DMSOR1	0.680238861	-0.44029664	-1.4109889
DMSOR1	0.315774151	-0.967212711	-1.529912243
DMSOR1	0.100963793	-0.379550757	-0.747822053
DMSOR1pp	-0.512229371	-0.159850807	0.743060192
DMSOR1pp	-1.010880369	-0.082249625	1.016135377
DMSOR2	0.528888094	0.022650221	-1.761096287
DMSOR2	0.76850387	-0.259031104	-2.054524703
DMSOR2	0.629512266	-0.306303341	-1.919864093
DMSOR2pp	-0.512229371	-0.159850807	0.743060192
DMSOR2pp	-1.010880369	-0.082249625	1.016135377
DMSOtex	-0.903871103	-0.523639415	0.429627306
DMSOtex	0.470065903	-1.366947595	-1.360493472
DMSOtex	-0.472060634	0.327076275	1.148617799
DMSOtex	0.180532993	-0.433848486	-1.481278919
DMStex	-0.903871103	-0.523639415	0.429627306
DMStex	0.470065903	-1.366947595	-1.360493472
DMStex	-0.472060634	0.327076275	1.148617799
DMStex	0.180532993	-0.433848486	-1.481278919
DNTPPA	0.038237253	-0.384729454	-0.211635442
DNTPPA	0.247011289	-0.055174441	-0.572423189
DOGULNR	-0.825669134	0.043536315	-0.287489703
DOPAtex	-0.903871103	-0.523639415	0.429627306
DOPAtex	0.470065903	-1.366947595	-1.360493472
DOPAtex	-0.472060634	0.327076275	1.148617799
DOPAtex	0.180532993	-0.433848486	-1.481278919
DOXRBCNtex	-0.903871103	-0.523639415	0.429627306
DOXRBCNtex	0.470065903	-1.366947595	-1.360493472
DOXRBCNtex	-0.472060634	0.327076275	1.148617799
DOXRBCNtex	0.180532993	-0.433848486	-1.481278919
DOXRBCNtpp	0.133611273	-0.088681461	0.07019348
DOXRBCNtpp	0.389083089	-0.099050424	0.157481782
DOXRBCNtpp	-0.011826207	0.042361911	0.022771734
DOXRBCNtpp	0.541090416	0.067552643	-0.585637391
DPCOAK	0.217086834	0.416511314	0.220182052
DPR	0.211658634	-0.311624813	-0.751452342
DPR	0.320194694	0.032354214	0.491061516
DRPA	0.141245748	-0.761218701	-1.27147138
DSBAO1	0.498568713	-0.565968872	-0.098589708
DSBAO1	0.332507278	-0.525912423	-0.15125735
DSBAO2	0.498568713	-0.565968872	-0.098589708
DSBAO2	0.332507278	-0.525912423	-0.15125735
DSBCGT	0.288173454	0.223946175	0.211612616
DSBDR	0.113678751	-1.021554325	-1.205539822
DSBDR	0.347746695	-0.131546827	-0.102913422
DSBDR	0.198473383	0.085878553	-0.458779181
DSBGGT	0.088333043	0.189487619	0.370327138
DSERDHr	0.374968552	-0.326344541	-0.614848396
DSERt2pp	0.337868892	-0.65375955	-0.976730728
DSERtex	-0.903871103	-0.523639415	0.429627306
DSERtex	0.470065903	-1.366947595	-1.360493472
DSERtex	-0.472060634	0.327076275	1.148617799
DSERtex	0.180532993	-0.433848486	-1.481278919
DTARTD	0.666886904	-1.076668963	-2.084278332
DTMPK	0.247954875	0.232249007	0.438145625
DTMPtex	-0.903871103	-0.523639415	0.429627306
DTMPtex	0.470065903	-1.366947595	-1.360493472
DTMPtex	-0.472060634	0.327076275	1.148617799
DTMPtex	0.180532993	-0.433848486	-1.481278919
DUMPtex	-0.903871103	-0.523639415	0.429627306
DUMPtex	0.470065903	-1.366947595	-1.360493472
DUMPtex	-0.472060634	0.327076275	1.148617799
DUMPtex	0.180532993	-0.433848486	-1.481278919
DURADx	0.548300337	-1.254071412	-1.546407267
DURADx	0.034640773	0.073708218	0.274333462
DURIK1	0.218065117	-0.107058962	0.168868853
DURIPP	0.160557839	0.236055969	-0.275683498
DURIPP	0.176690521	-0.431539474	-0.916480036
DURIt2pp	0.529450094	-0.56393921	-0.773109513
DURIt2pp	0.025561925	-1.549889762	-2.253176812
DURItex	0.335973842	-0.63203516	-0.914737942
DUTPDP	0.267910176	-0.356645539	-0.001324885
DUTPDP	0.377591905	-0.300220908	-0.663084141
DXPRIi	0.099945948	0.330856024	0.059824399
DXPS	0.340749218	0.068047931	-0.20623864
DXYLK	-0.383130184	-0.112252318	0.243514407
DXYLONtex	0.470065903	-1.366947595	-1.360493472
DXYLONtex	-0.472060634	0.327076275	1.148617799
DXYLONtex	0.180532993	-0.433848486	-1.481278919
DXYLTD	-0.372711594	0.177214421	-0.547450453
DXYLTD	-0.197636618	0.240169374	0.539901848
E4PD	0.417132891	-0.612727545	-1.302686723
E4PD	0.180779254	0.696646375	-0.119081809
E4PP	0.392701416	-0.264416761	-0.394658973
E4PP	0.243449883	-0.131475042	-0.079768486
E4PP	0.340099806	0.104337725	0.600181041
E4PP	0.373663312	-0.002803985	-0.429725145
E4PP	0.346148398	0.375524245	0.008030165
EAR100x	0.523715455	-0.243062734	-0.728836206
EAR100y	0.523715455	-0.243062734	-0.728836206
EAR120x	0.523715455	-0.243062734	-0.728836206
EAR120y	0.523715455	-0.243062734	-0.728836206
EAR121x	0.523715455	-0.243062734	-0.728836206
EAR121y	0.523715455	-0.243062734	-0.728836206
EAR140x	0.523715455	-0.243062734	-0.728836206
EAR140y	0.523715455	-0.243062734	-0.728836206
EAR141x	0.523715455	-0.243062734	-0.728836206
EAR141y	0.523715455	-0.243062734	-0.728836206
EAR160x	0.523715455	-0.243062734	-0.728836206
EAR160y	0.523715455	-0.243062734	-0.728836206
EAR161x	0.523715455	-0.243062734	-0.728836206
EAR161y	0.523715455	-0.243062734	-0.728836206
EAR180x	0.523715455	-0.243062734	-0.728836206
EAR180y	0.523715455	-0.243062734	-0.728836206
EAR181x	0.523715455	-0.243062734	-0.728836206
EAR181y	0.523715455	-0.243062734	-0.728836206
EAR40x	0.523715455	-0.243062734	-0.728836206
EAR40y	0.523715455	-0.243062734	-0.728836206
EAR60x	0.523715455	-0.243062734	-0.728836206
EAR60y	0.523715455	-0.243062734	-0.728836206
EAR80x	0.523715455	-0.243062734	-0.728836206
EAR80y	0.523715455	-0.243062734	-0.728836206
ECA4COLIPAabctex	0.363288825	-0.051777102	-0.269482443
ECA4COLIPAabctex	0.107044349	-0.046373037	-0.134395909
ECA4COLIPAabctex	0.192492278	0.283436952	0.128843753
ECA4COLIPAabctex	0.277832573	-0.087066177	-0.125671511
ECA4COLIPAabctex	0.31708722	-0.153016329	-0.195797867
ECA4COLIPAabctex	0.186827508	0.271625516	-0.096252091
ECA4COLIPAabctex	0.206756435	0.249321099	-0.282057528
ECA4OALpp	-0.08469095	-0.340879393	-0.633859076
ECAP1pp	0.284642021	-0.267358193	-0.61797399
ECAP1pp	0.073976121	0.155523434	0.044296063
ECAP2pp	0.284642021	-0.267358193	-0.61797399
ECAP2pp	0.073976121	0.155523434	0.044296063
ECAP3pp	0.284642021	-0.267358193	-0.61797399
ECAP3pp	0.073976121	0.155523434	0.044296063
ECAtpp	-0.014264159	0.020975757	-0.053088573
ECOAH1	0.03739405	-0.635880734	-0.549187027
ECOAH1	-0.00245871	-1.488474381	-1.067344593
ECOAH2	0.03739405	-0.635880734	-0.549187027
ECOAH2	-0.00245871	-1.488474381	-1.067344593
ECOAH3	0.03739405	-0.635880734	-0.549187027
ECOAH3	-0.00245871	-1.488474381	-1.067344593
ECOAH4	0.03739405	-0.635880734	-0.549187027
ECOAH4	-0.00245871	-1.488474381	-1.067344593
ECOAH5	0.03739405	-0.635880734	-0.549187027
ECOAH5	-0.00245871	-1.488474381	-1.067344593
ECOAH6	0.03739405	-0.635880734	-0.549187027
ECOAH6	-0.00245871	-1.488474381	-1.067344593
ECOAH7	0.03739405	-0.635880734	-0.549187027
ECOAH7	-0.00245871	-1.488474381	-1.067344593
ECOAH8	0.03739405	-0.635880734	-0.549187027
ECOAH8	-0.00245871	-1.488474381	-1.067344593
EDA	0.425108953	-0.045628526	-0.460832405
EDD	0.443371739	0.126564165	-0.657236433
EDTXS1	0.211221836	0.196656909	-0.553141529
EDTXS2	-0.097621966	0.576914971	0.41911026
EDTXS4	-0.097621966	0.576914971	0.41911026
EGMEACPR	0.523715455	-0.243062734	-0.728836206
ENLIPAabctex	0.363288825	-0.051777102	-0.269482443
ENLIPAabctex	0.107044349	-0.046373037	-0.134395909
ENLIPAabctex	0.192492278	0.283436952	0.128843753
ENLIPAabctex	0.277832573	-0.087066177	-0.125671511
ENLIPAabctex	0.31708722	-0.153016329	-0.195797867
ENLIPAabctex	0.186827508	0.271625516	-0.096252091
ENLIPAabctex	0.206756435	0.249321099	-0.282057528
ENO	0.273345084	-0.192911549	-0.863121686
ENTCS	-0.262978277	-1.058678126	-0.42005878
ENTERES	-0.03393915	-0.142021519	-0.164266324
EPMEACPR	0.523715455	-0.243062734	-0.728836206
ETHAAL	-0.07157039	0.063348798	-0.189137053
ETHAAL	-0.085350838	0.706912844	0.533040941
ETHAtex	-0.903871103	-0.523639415	0.429627306
ETHAtex	0.470065903	-1.366947595	-1.360493472
ETHAtex	-0.472060634	0.327076275	1.148617799
ETHAtex	0.180532993	-0.433848486	-1.481278919
ETHSO3abcpp	-0.344292423	-0.55285881	-0.176735167
ETHSO3abcpp	-1.041319204	-0.25455846	0.788180773
ETHSO3abcpp	-1.750272558	-0.290438236	0.874840887
ETHSO3tex	-0.903871103	-0.523639415	0.429627306
ETHSO3tex	0.470065903	-1.366947595	-1.360493472
ETHSO3tex	-0.472060634	0.327076275	1.148617799
ETHSO3tex	0.180532993	-0.433848486	-1.481278919
ETOHtex	-0.903871103	-0.523639415	0.429627306
ETOHtex	0.470065903	-1.366947595	-1.360493472
ETOHtex	-0.472060634	0.327076275	1.148617799
ETOHtex	0.180532993	-0.433848486	-1.481278919
F1PP	0.392701416	-0.264416761	-0.394658973
F1PP	0.340099806	0.104337725	0.600181041
F1PP	0.373663312	-0.002803985	-0.429725145
F1PP	0.407715555	-0.010926339	-0.258330721
F6PA	0.273899401	-0.213134003	0.15073508
F6PA	0.098365089	-0.304410615	-0.606446287
F6PP	0.392701416	-0.264416761	-0.394658973
F6PP	0.340099806	0.104337725	0.600181041
F6PP	0.373663312	-0.002803985	-0.429725145
F6PP	0.407715555	-0.010926339	-0.258330721
F6PP	0.346148398	0.375524245	0.008030165
F6Pt6_2pp	-0.687370537	-2.262288843	0.718399826
F6Ptex	-0.903871103	-0.523639415	0.429627306
F6Ptex	0.470065903	-1.366947595	-1.360493472
F6Ptex	-0.472060634	0.327076275	1.148617799
F6Ptex	0.180532993	-0.433848486	-1.481278919
FA100ACPHi	0.104851365	0.216007924	0.428919942
FA120ACPHi	0.104851365	0.216007924	0.428919942
FA140ACPHi	0.104851365	0.216007924	0.428919942
FA141ACPHi	0.104851365	0.216007924	0.428919942
FA160ACPHi	0.104851365	0.216007924	0.428919942
FA161ACPHi	0.104851365	0.216007924	0.428919942
FA80ACPHi	0.104851365	0.216007924	0.428919942
FACOAE100	0.595348334	-0.400793711	-0.652534298
FACOAE120	0.595348334	-0.400793711	-0.652534298
FACOAE140	0.595348334	-0.400793711	-0.652534298
FACOAE141	0.595348334	-0.400793711	-0.652534298
FACOAE160	0.595348334	-0.400793711	-0.652534298
FACOAE161	0.595348334	-0.400793711	-0.652534298
FACOAE180	0.595348334	-0.400793711	-0.652534298
FACOAE181	0.595348334	-0.400793711	-0.652534298
FACOAE60	0.595348334	-0.400793711	-0.652534298
FACOAE80	0.595348334	-0.400793711	-0.652534298
FACOAL100t2pp	-0.560417982	0.455282887	0.904345319
FACOAL100t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL120t2pp	-0.560417982	0.455282887	0.904345319
FACOAL120t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL140t2pp	-0.560417982	0.455282887	0.904345319
FACOAL140t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL141t2pp	-0.560417982	0.455282887	0.904345319
FACOAL141t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL160t2pp	-0.560417982	0.455282887	0.904345319
FACOAL160t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL161t2pp	-0.560417982	0.455282887	0.904345319
FACOAL161t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL180t2pp	-0.560417982	0.455282887	0.904345319
FACOAL180t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL181t2pp	-0.560417982	0.455282887	0.904345319
FACOAL181t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL60t2pp	-0.560417982	0.455282887	0.904345319
FACOAL60t2pp	0.145537283	-0.812454694	-1.13437948
FACOAL80t2pp	-0.560417982	0.455282887	0.904345319
FACOAL80t2pp	0.145537283	-0.812454694	-1.13437948
FADRx	0.123613653	0.00868441	-0.313835174
FADRx2	-1.010985061	0.540785694	3.527076269
FADRx2	-0.714163647	0.158109509	2.495524522
FADt	-0.424169247	0.893728595	1.152934241
FADtex	-0.903871103	-0.523639415	0.429627306
FADtex	0.470065903	-1.366947595	-1.360493472
FADtex	-0.472060634	0.327076275	1.148617799
FADtex	0.180532993	-0.433848486	-1.481278919
FALDH2	0.262368489	-0.163486857	-0.133074885
FALDtex	-0.903871103	-0.523639415	0.429627306
FALDtex	0.470065903	-1.366947595	-1.360493472
FALDtex	-0.472060634	0.327076275	1.148617799
FALDtex	0.180532993	-0.433848486	-1.481278919
FBA	0.312670309	0.746552366	0.739241549
FBA	0.19593978	-0.697180679	-1.281008834
FBA3	0.19593978	-0.697180679	-1.281008834
