,Sort,Name,Original,PDV,PDV-V2,Maize-Expanded,M-MiscBiomass,M-ExpEnergy,M-ModifiedPDV,SimpleThermo
rxn17953_c0,700,beta-fructofuranosidase,-0.0181425472693061,,,-0.0008175549169056,-0.0014322043823313,-0.0018105805082565,-0.0274629185408539,0.0035380660313514
rxn18935_d0,700,beta-hydroxybutyryl acyl carrier protein dehydrase,0.0031956068828318,,,0.00397341125125,0.0007637679150247,0.00397341125125,0.00397341125125,0.00397341125125
rxn18936_d0,700,(3R)-3-hydroxyoctanoyl-[acyl-carrier protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming),0.0031956068828318,,,0.00397341125125,0.0007637679150247,0.00397341125125,0.00397341125125,0.00397341125125
rxn18937_d0,700,(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase (hexadec-2-enoyl-[acyl-carrier protein]-forming),0.0031956068828318,,,0.00397341125125,0.0007637679150247,0.00397341125125,0.00397341125125,0.00397341125125
rxn15250_c0,700,alpha-D-Glucose 6-phosphate phosphohydrolase,0.0,,,0.0,0.0008913531305299,0.0,0.0,0.0
rxn15229_c0,700,Guanosine ribohydrolase,0.0,,,0.0,6.019118436300112e-05,0.0,-7.5047700949955134e-06,0.0
rxn15166_d0,700,L-cystathionine L-homocysteine-lyase (deaminating; pyruvate-forming),4.640784445634978e-05,,,4.640784445634997e-05,4.640784445634997e-05,4.640784445635008e-05,4.640784445634984e-05,4.6407844456349856e-05
rxn14142_d0,700,dihydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase,4.313189879375001e-05,,,4.313189879375001e-05,4.313189879375001e-05,0.0,0.0003019232915562,0.0003019232915562
rxn13290_d0,700,farnesyl diphosphate transport (mitochondrial),0.0002203844155975,,,0.0002203844155975,0.0002203844155975,0.0002203844155975,0.0004816222144825,0.0004816222144825
rxn13360_m0,700,NADP transporter,0.0002835132983625,,,0.0,0.0,0.0004917569872822,0.0008226848036554,0.0
rxn13361_d0,700,NAD(+) transport (Peroxisomal membrane),-0.0610891583625057,,,-0.0579425991513648,-0.0219561029156993,-2.530225150676631e-07,0.0,-0.0630904117824038
rxn13361_m0,700,NAD(+) transport (Peroxisomal membrane),0.0725954085423906,,,0.0617688215677446,0.1237460238490404,0.1398038142657041,0.1538996219263466,0.1753002111015827
rxn13365_d0,700,Oxaloacetate transport,-0.0478628224401887,,,-0.0465547182367901,-0.0085755712026941,0.0,0.1215996508094614,0.0
rxn13365_m0,700,Oxaloacetate transport,0.0,,,0.0055720720116945,0.0087345300631691,0.0143300438645398,0.0098644174989555,0.0
rxn13689_j0,700,cytochrome-c reductase (ubiquinol8: 4 protons translocated),0.1397798599266028,,,0.1223107693281314,0.1497241499883105,0.155679928840273,0.1884183894748174,0.2160161718269502
rxn13726_j0,700,NADH-DEHYDROG-A-RXN.ce.cornexp.CPD-9956_UBIQUINONE-8,0.1346120807129974,,,0.1171428373150673,0.1445562179752465,0.1505121496266676,0.1743128200749276,0.2019096430521106
rxn13822_d0,700,deoxyadenosine transport,-2.53022514998508e-07,,,-1.5989582500000004e-07,-1.5989582500000004e-07,-2.530225149954824e-07,-1.5989582500000004e-07,-1.5989582500000004e-07
rxn13822_m0,700,deoxyadenosine transport,-3.197916500000001e-07,,,-3.197916500000001e-07,-3.197916500000001e-07,-3.197916500000001e-07,-3.197916500000001e-07,-3.197916500000001e-07
rxn14085_d0,700,all-trans-nonaprenyl-diphosphate:homogentisate nonaprenyltransferase (decarboxylating),2.478385287500024e-07,,,2.478385287500024e-07,2.478385287500024e-07,2.478385287500024e-07,1.7348697012500164e-06,1.7348697012500164e-06
rxn14094_d0,700,tetrahydrogeranylgeranyl-diphosphate:NADP+ oxidoreductase,4.313189879375001e-05,,,4.313189879375001e-05,4.313189879375001e-05,0.0,0.0003019232915562,0.0003019232915562
rxn14261_d0,700,phytyl-diphosphate:NADP+ oxidoreductase,4.313189879375001e-05,,,4.313189879375001e-05,4.313189879375001e-05,0.0,0.0003019232915562,0.0003019232915562
rxn15162_c0,700,Adenosine ribohydrolase,0.0,,,-4.796874750000001e-07,-4.796874750000001e-07,6.0280726025000006e-05,0.0004180596861979,5.541595509799934e-05
rxn15021_d0,700,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),-0.0002787252854735,,,-0.0002787252854735,-0.0002787252854735,-0.0002787252854736,-0.0005482892564217,-0.0005482892564218
rxn15022_c0,700,Isocitrate:NADP+ oxidoreductase (decarboxylating),0.0,,,0.0036615362080916,0.000167403656888,0.0,0.0,0.0
rxn15022_d0,700,Isocitrate:NADP+ oxidoreductase (decarboxylating),0.0041037413788325,,,0.0009698613932409,0.0030817009323727,0.0025552997972898,0.006636251403095,0.006636251403095
rxn15022_m0,700,Isocitrate:NADP+ oxidoreductase (decarboxylating),0.0,,,0.0,0.0,0.0001673702029666,0.0,0.0
rxn15045_c0,700,isocitrate glyoxylate-lyase (succinate-forming),0.0,,,-0.0001674036568879,0.0,-0.000343272806553,0.0,0.0
rxn15045_x0,700,isocitrate glyoxylate-lyase (succinate-forming),-0.0001673702029666,,,0.0,-0.000167403656888,0.0001759026035863,0.0002279860631302,0.00022894543808
rxn15062_c0,700,UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase,0.0,,,0.0,0.0,-0.0018105805082565,0.0,0.0035380660313514
rxn15069_c0,700,sucrose alpha-glucohydrolase,0.0,,,0.0,0.0,0.0,0.0,-0.0097022299627546
rxn15069_d0,700,sucrose alpha-glucohydrolase,-2.158593637499999e-05,,,0.0170595422197304,0.01407489608947,0.0152866462872763,-0.0408084380575051,0.0297787912344444
rxn00077_c0,700,ATP:NAD+ 2'-phosphotransferase,3.67760397503032e-07,,,3.677603974956527e-07,0.0,3.677603974960864e-07,2.5743227825020948e-06,0.0817047594734219
rxn15116_d0,700,"beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)",0.031916667,,63.8,0.0363889174212054,0.0216007934045448,0.033143070802425,0.0532488451608215,0.0532486852649965
rxn15118_c0,700,Uridine ribohydrolase,1.816416571999522e-06,,,6.076041350000001e-05,5.692291369988914e-07,0.0,1.1410166071999794e-05,0.0
rxn19077_c0,700,ADPREDUCT-RXN.c,3.2325489742411365e-05,,,3.227305204786428e-05,3.227305204801062e-05,3.2325489742429254e-05,8.737029382819558e-05,8.737029382819558e-05
rxn19343_d0,700,CYSPH-RXN.c,4.640784445634978e-05,,,4.640784445634997e-05,4.640784445634997e-05,4.640784445635008e-05,4.640784445634984e-05,4.6407844456349856e-05
rxn25468_m0,700,RXN-9241.c,1.5989582500000004e-07,,,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.119270775e-06,1.119270775e-06
rxn00001_d0,700,diphosphate phosphohydrolase,0.0,,,0.0,0.0430312600718384,0.0,0.0,0.0
rxn21697_d0,700,zeta-carotene desaturase,0.0,,,0.0,8.8422391225e-05,0.0,8.8422391225e-05,8.8422391225e-05
rxn22111_m0,700,RXN-9242.c,1.5989582500000004e-07,,,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.119270775e-06,1.119270775e-06
rxn22116_m0,700,"3-nonaprenyl-4,5-dihydroxybenzoate methyltransferase",1.5989582500000004e-07,,,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.119270775e-06,1.119270775e-06
rxn22652_d0,700,zeta-carotene desaturase,8.8422391225e-05,,,8.8422391225e-05,0.0,8.8422391225e-05,0.0,0.0
rxn22681_d0,700,phytoene desaturase (ambiguous),8.8422391225e-05,,,8.8422391225e-05,8.8422391225e-05,8.8422391225e-05,8.8422391225e-05,8.8422391225e-05
rxn22683_d0,700,phytoene desaturase (ambiguous),8.8422391225e-05,,,8.8422391225e-05,8.8422391225e-05,8.8422391225e-05,8.8422391225e-05,8.8422391225e-05
rxn22875_c0,700,coniferyl-aldehyde dehydrogenase,0.0,,,0.0,0.0,0.000121520827,0.0,0.0
rxn23805_d0,700,RXN-2762.c,2.478385287500024e-07,,,2.478385287500024e-07,2.478385287500024e-07,2.478385287500024e-07,1.7348697012500164e-06,1.7348697012500164e-06
rxn23825_c0,700,S-(hydroxymethyl)glutathione:NAD+ oxidoreductase,0.0001302112314304,,,0.0,0.0,0.0,0.0,0.0006397847905292
rxn23860_c0,700,L-ascorbate oxidase,-0.0205417286094466,,,-0.017484168836286,0.0,-0.0003046354534539,-0.0229258202421003,0.0005722024248597
rxn24108_c0,700,RXN-5641.c,6.076041350000004e-07,,,6.076041350000004e-07,6.076041350000004e-07,6.076041350000004e-07,6.076041350000004e-07,6.076041350000004e-07
rxn24111_c0,700,RXN-5761.c,0.0,,,6.076041350000004e-07,0.0,6.076041350000004e-07,6.076041350000004e-07,6.076041350000004e-07
rxn24112_c0,700,RXN-5762.c,0.0,,,6.076041350000004e-07,0.0,6.076041350000004e-07,6.076041350000004e-07,6.076041350000004e-07
rxn24113_c0,700,RXN-5763.c,0.0,,,6.076041350000004e-07,0.0,6.076041350000004e-07,6.076041350000004e-07,6.076041350000004e-07
rxn24123_d0,700,RXN-5961.c,5.9321351075e-05,,,5.9321351075e-05,5.9321351075e-05,5.9321351075e-05,5.9321351075e-05,5.9321351075e-05
rxn24124_d0,700,zeinoxanthin epsilon-monooxygenase,5.9321351075e-05,,,5.9321351075e-05,5.9321351075e-05,5.9321351075e-05,5.9321351075e-05,5.9321351075e-05
rxn24214_c0,700,RXN-6903.c,0.0,,,0.0,0.0,0.0,0.0,-0.0002521473568371
rxn24310_d0,700,RXN-7568.c,1.5589842937500006e-06,,,1.5589842937500006e-06,1.5589842937500006e-06,1.5589842937500006e-06,1.091289005625e-05,1.091289005625e-05
rxn24312_d0,700,RXN-7569.c,1.5589842937500006e-06,,,1.5589842937500006e-06,1.5589842937500006e-06,1.5589842937500006e-06,1.091289005625e-05,1.091289005625e-05
rxn24330_d0,700,RXN-7614.c,1.5589842937500006e-06,,,1.5589842937500006e-06,1.5589842937500006e-06,1.5589842937500006e-06,1.091289005625e-05,1.091289005625e-05
rxn24357_d0,700,RXN-7663.c,0.0,,,0.0,0.0,4.313189879375001e-05,0.0,0.0
rxn24358_d0,700,RXN-7664.c,0.0,,,0.0,0.0,4.313189879375001e-05,0.0,0.0
rxn24360_d0,700,RXN-7665.c,0.0,,,0.0,0.0,4.313189879375001e-05,0.0,0.0
rxn24362_d0,700,RXN-7666.c,0.0,,,0.0,0.0,4.313189879375001e-05,0.0,0.0
rxn24508_d0,700,RXN-7903.c,0.00016789061625,,,0.00016789061625,0.0001145908655247,0.00016789061625,0.00016789061625,0.00016789061625
rxn24826_d0,700,RXN-8336.c,0.0,,,0.0,0.0,0.0,0.4096512789165073,0.8357429697097112
rxn24927_c0,700,nicotinamide-beta-riboside hydrolase,0.0,,,5.894399692800077e-05,0.0,0.0,0.0,0.0
rxn21668_d0,700,zeta-carotene desaturase,0.0,,,0.0,8.8422391225e-05,0.0,8.8422391225e-05,8.8422391225e-05
rxn21635_c0,700,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing),1.5989582500000004e-07,,5.08333e-05,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07
rxn21324_c0,700,RXN-1103.c,0.0001215208269999,,,0.000121520827,0.000121520827,0.0,0.000121520827,0.000121520827
rxn19954_d0,700,(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase,0.0,,,0.0,0.0,0.0,0.0,-0.0004958929168637
rxn00048_c0,700,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase",2.23854155e-06,,,2.23854155e-06,2.23854155e-06,2.23854155e-06,3.197916500000001e-07,3.197916500000001e-07
rxn19345_m0,700,CYSSYNMULTI-RXN.c,0.0,,,0.0,0.0,0.0,0.0,2.6007684111949476e-05
rxn19543_d0,700,dihydrodipicolinate reductase,0.0,,,-8.89071953663999e-05,0.0,0.0,-0.0004708935219828,-0.0006894254895436
rxn19544_d0,700,"alpha,beta-dihydroxyisovalerate dehydratase",0.0002787252854735,,,0.0002787252854735,0.0002787252854735,0.0002787252854736,0.0005482892564217,0.0005482892564218
rxn19675_c0,700,"17beta,20alpha-hydroxysteroid dehydrogenase",0.0,,,0.0,0.0,0.0,0.0008919321473664,0.0
rxn19686_d0,700,beta-hydroxydecanoyl thioester dehydrase,0.0031956068828318,,,0.00397341125125,0.0007637679150247,0.00397341125125,0.00397341125125,0.00397341125125
rxn19771_c0,700,GDPREDUCT-RXN.c,0.0,,,0.0,0.0,0.0,0.0,0.0001148153145243
rxn19777_c0,700,UDPG pyrophosphorylase,0.0,,,0.0,0.0,0.0,0.0,0.0034056523064233
rxn19824_d0,700,glutamic acid translase,0.0003415374822,,,0.0003415374822,0.0003415374822,0.0003415374822,0.0023370373782,0.0023370373782
rxn00029_d0,700,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming),0.0001707687411,,,0.0001707687411,0.0001707687411,0.0001707687411,0.0011685186891,0.0011685186891
rxn19846_d0,700,glutamyl-tRNA reductase,-0.0003415374822,,,-0.0003415374822,-0.0003415374822,-0.0003415374822,-0.0023370373782,-0.0023370373782
rxn19904_d0,700,homoserine dehydrogenase,0.0,,,8.89071953663999e-05,-0.0002224230873662,-0.0002224230873662,0.0004708935219828,0.0006894254895436
rxn00191_x0,700,L-Alanine:2-oxoglutarate aminotransferase,-0.0410834572188933,,,-0.000448879702729,0.0,-0.0006092709069078,-0.0001444048497195,0.0
rxn21163_c0,700,RXN-10857.c,6.715624650000066e-06,,,6.715624650000107e-06,6.715624650000039e-06,6.715624649999985e-06,6.715624650000147e-06,6.715624650000039e-06
rxn20522_d0,700,glucose-6-phosphate isomerase,0.0,,,0.0247399358730313,0.0207802897427709,0.0286545050776278,0.0,0.0419845129257212
rxn20583_c0,700,phosphoglucose mutase,0.0,,3.19,-0.0037480010471661,0.0,0.0,0.00319,-0.00319
rxn20583_d0,700,phosphoglucose mutase,0.0,,2.13,0.002125,-0.0013094158780698,0.0,0.0,0.00213
rxn20595_d0,700,plastoquinol-plastocyanin reductase,0.0686077508536449,,,0.0559209841722134,0.1614317351100338,0.1477763220940472,0.1025896645115768,0.2091125872098778
rxn20617_c0,700,PROLINE-MULTI.c,0.0008329071473664,,,0.0008329071473664,-5.9e-05,6.252082700000002e-05,0.0,0.0008919321473664
rxn20617_d0,700,PROLINE-MULTI.c,0.000118,,,0.000118,0.0,0.000118,0.0,0.0
rxn20627_d0,700,protoporphyrinogen oxidase,-0.002348947749418,,,0.0,0.0,0.0,0.0,-0.0138145690378739
rxn20632_d0,700,H2O:plastoquinone reductase (light-dependent),0.0341270306443724,,,0.0277836473036567,0.0805390227725669,0.0737113162645736,0.0511179874733384,0.1043794488224889
rxn20643_d0,700,thiC (gene name),2.53022514998508e-07,,3.79167e-06,1.5989582500000004e-07,1.5989582500000004e-07,2.530225149954824e-07,1.5989582500000004e-07,1.5989582500000004e-07
rxn20650_c0,700,proline oxidase,0.0,,,0.0,0.0,-0.000121520827,-0.0008919321473664,-0.0008919321473664
rxn20993_c0,700,RXN-10639.c,0.0,,,0.0037480010471661,0.0014864043823313,0.0,0.0221886880310962,-0.0002156523064233
rxn21162_c0,700,RXN-10856.c,6.715624650000066e-06,,,6.715624650000107e-06,6.715624650000039e-06,6.715624649999985e-06,6.715624650000147e-06,6.715624650000039e-06
rxn02297_c0,700,6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating),1.5989582500000004e-07,,,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07,1.5989582500000004e-07
rxn00001_c0,700,diphosphate phosphohydrolase,0.0,,,0.0081424985575616,0.0033446081842561,0.0028230388871369,0.0094702301480864,0.0635975290459656
rxn01603_m0,700,"7,8-dihydropteroate:L-glutamate ligase (ADP-forming)",6.715624650000066e-06,,,6.715624650000107e-06,6.715624650000039e-06,6.715624649999985e-06,6.715624650000147e-06,6.715624650000039e-06
rxn01208_d0,700,R01652,-0.0001592920583647,,,-0.0001592920583647,-0.0001592920583647,-0.0001592920583647,-0.0002642403639652,-0.0002642403639652
rxn01182_c0,700,4-Coumarate:CoA ligase (AMP-forming),1.5989582500000004e-07,,,1.5989582500000004e-07,1.5989582500000004e-07,0.0001216807228249,1.119270775e-06,1.119270775e-06
rxn01977_d0,700,alpha-D-Glucose 6-phosphate ketol-isomerase,-0.0417488334988542,,,0.0,0.0,-0.0001625,-0.0358775488993854,-0.00249
rxn00938_c0,700,Nicotinamide amidohydrolase,-1.0872916100029888e-06,,,-1.087291609993817e-06,-1.087291610000346e-06,-1.0872916100090196e-06,-7.344874269995513e-06,-6.3854993199991125e-06
rxn00937_m0,700,L-asparagine hydro-lyase (3-cyanoalanine-forming),-0.0005516125026304,,,-0.0005516125026304,-0.0005516125026304,-0.0002829875166304,0.0,-0.0005891125026304
rxn01200_d0,700,Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase,0.0101613971481519,,63.8,0.010161377257229,0.010161377257229,0.0101613971481519,0.0204882205908568,0.0204879007992068
rxn01201_c0,700,4-Hydroxybutanoate:NAD+ oxidoreductase,0.0,,,0.0,0.0,0.0,0.0,-0.0002521473568371
rxn00931_c0,700,L-Proline:NADP+ 5-oxidoreductase,-0.0008919071473664,,,0.0,0.0,0.0,0.0,0.0
rxn01637_d0,700,N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase,-7.5075e-05,,,-7.5075e-05,-7.5075e-05,-7.5075e-05,-7.507499999999986e-05,-7.507500000000018e-05
rxn01977_c0,700,alpha-D-Glucose 6-phosphate ketol-isomerase,0.0381903109163123,,,0.0,0.0,0.00200396916676,0.0,0.0
rxn00138_c0,700,deamido-NAD+:ammonia ligase (AMP-forming),0.0,,0.000266167,0.0,0.0,0.0,2.661669999999431e-07,2.661670000000515e-07
rxn00102_c0,700,carbonate hydro-lyase (carbon-dioxide-forming),0.0,,,-0.027902446517677,0.0,-0.028462260264297,-0.0361692021844845,-0.0371300355184845
rxn00102_d0,700,carbonate hydro-lyase (carbon-dioxide-forming),-0.0227371499978949,,,0.0,-0.0059416434133746,0.0,0.0,0.0
rxn01974_d0,700,"LL-2,6-Diaminoheptanedioate 2-epimerase",8.89071953663999e-05,,,8.89071953663999e-05,8.89071953663999e-05,8.89071953663999e-05,0.0006103185219828,0.0006103185219828
rxn00839_c0,700,ATP:dADP phosphotransferase,-3.2325489742411365e-05,,,-3.227305204786428e-05,0.0,0.0,-8.737029382819558e-05,-8.737029382819558e-05
rxn00777_d0,700,D-ribose-5-phosphate aldose-ketose-isomerase,0.0100114296923295,,63.8,0.0100114694741752,0.0100114694741752,0.0100114296923295,0.0201345415218813,0.0201351811051811
rxn00175_d0,700,Acetate:CoA ligase (AMP-forming),5.9000000000000025e-05,,,5.9e-05,5.9e-05,5.9e-05,4.656774028134984e-05,2.9493750000000104e-05
rxn01967_c0,700,"beta-D-Glucose 1-phosphate 1,6-phosphomutase",0.0,,,0.0037480010471661,0.0014864043823313,0.0,0.0221886880310962,-0.0002156523064233
rxn00604_c0,700,D-glucose-6-phosphate:NADP+ 1-oxidoreductase,1.2630833240000007e-05,,,0.00012103083324,1.263083324000002e-05,0.00012103083324,0.0089638550235575,0.0086012112924575
rxn00604_d0,700,D-glucose-6-phosphate:NADP+ 1-oxidoreductase,0.0011375,,,0.0011375,0.0001625,0.0001625,0.0003599999999999,0.0003599999999999
rxn00910_c0,700,5-methyltetrahydrofolate:NADP+ oxidoreductase,-0.0001851301794338,,,-0.0001851301794338,-0.0001851301794338,-0.0001851301794338,-0.0006258033952188,-0.0003299700612188
rxn00912_c0,700,"5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase",1.816416571999522e-06,,,1.816416571999237e-06,1.816416571999237e-06,1.816416572000823e-06,1.1410166071999794e-05,1.1410166071999794e-05
rxn00605_c0,700,UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase,0.0,,,0.0019722621664904,0.0,-0.002125,-0.00851,0.0051679618300766
rxn01644_d0,700,L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing),8.89071953663999e-05,,,8.89071953663999e-05,8.890719536639989e-05,8.89071953663999e-05,0.0006103185219828,0.0006103185219828
rxn01964_d0,700,L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming],7.767988415999766e-07,,,7.767988415999766e-07,7.767988415999766e-07,7.767988415999766e-07,0.0002310267868416,0.0002310267868416
rxn00770_d0,700,ATP:D-ribose-5-phosphate diphosphotransferase,0.0001499674558224,,,0.0001499077830537,0.0001499077830538,0.0001499674558224,0.0003536790689754,0.0003527196940257
rxn00105_c0,700,ATP:nicotinamide-nucleotide adenylyltransferase,1.3403141250014967e-06,,,1.247187434993836e-06,1.247187435000346e-06,1.340314125004502e-06,7.5047700949955134e-06,6.545395144999113e-06
rxn00770_c0,700,ATP:D-ribose-5-phosphate diphosphotransferase,6.2193854315e-05,,,6.219385431500001e-05,6.219385431500003e-05,6.266995676199631e-05,0.0089630555444325,0.0086004118133325
rxn00940_c0,700,Nicotinamide D-ribonucleotide phosphoribohydrolase,0.0,,,0.0,0.0,4.76102446996321e-07,0.0,0.0
rxn00834_c0,700,IMP:NAD+ oxidoreductase,0.0001491839662906,,,0.0001491195365157,0.0001491195365159,0.0001491839662906,0.0002148983258834,0.0001000830113591
rxn00832_d0,700,"IMP 1,2-hydrolase (decyclizing)",-0.0001274876344658,,,-0.0001275210883871,-0.0001275210883872,-0.0001274876344658,-0.0001010423863088,-0.0001000830113591
rxn01116_d0,700,D-Ribulose-5-phosphate 3-epimerase,-0.0214685636470061,,63.8,-0.0214685238651604,-0.0214685238651604,-0.0214685636470061,-0.0423642608323009,-0.042363621249001
rxn00903_c0,700,L-Valine:2-oxoglutarate aminotransferase,1.816416571999522e-06,,,1.816416571999237e-06,1.816416571999237e-06,1.816416572000823e-06,1.1410166071999794e-05,1.1410166071999794e-05
rxn01571_c0,700,Ferulate:CoA ligase (AMP-forming),0.0025736201487592,,,0.0,0.0,0.0,0.0,0.0
rxn01454_c0,700,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",-0.0008835763341587,,,-0.0008835763341587,-0.0008835763341587,-0.0008835763341587,-0.0019407595603112,-0.0019407595603112
rxn01018_d0,700,carbamoyl-phosphate:L-aspartate carbamoyltransferase,1.816416571999522e-06,,,2.0026699520054106e-06,2.0026699519989054e-06,1.816416572000823e-06,0.0085442500037595,0.0085442500037595
rxn01434_d0,700,L-Citrulline:L-aspartate ligase (AMP-forming),7.5075e-05,,,7.5075e-05,7.5075e-05,7.5075e-05,0.0,0.0
rxn01429_c0,700,"Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase",0.0,,,0.0,0.0,-0.0001215208269999,0.0,0.0
rxn01607_c0,700,ATP:(R)-mevalonate 5-phosphotransferase,0.0008835763341587,,,0.0008835763341587,0.0008835763341587,0.0008835763341587,0.0019407595603112,0.0019407595603112
rxn01611_c0,700,"trans-cinnamate,NADPH:oxygen oxidoreductase (4-hydroxylating)",0.0010011077603249,,,0.001001107760325,0.001001107760325,0.0010011077603249,0.001002067135275,0.001002067135275
rxn01426_c0,700,S-Adenosyl-L-methionine:caffeoyl-CoA 3-O-methyltransferase,0.0,,,0.0,0.0,0.0001215208269999,0.0,0.0
rxn00141_c0,700,S-Adenosyl-L-homocysteine hydrolase,0.0001672030642024,,,0.0001672030642025,0.0001672030642025,0.0001672030642024,0.0004303596129875,0.0004303596129875
rxn00526_d0,700,L-arogenate:NADP+ oxidoreductase,4.5627552830349954e-05,,,4.5627552830349954e-05,4.5627552830349954e-05,4.5627552830349954e-05,4.711458400284997e-05,4.711458400284997e-05
rxn00829_c0,700,ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming),0.0008835763341587,,,0.0008835763341587,0.0008835763341587,0.0008835763341587,0.0019407595603112,0.0019407595603112
rxn00830_c0,700,Isopentenyl-diphosphate delta3-delta2-isomerase,0.0004428075029637,,,0.0004428075029637,0.0004428075029637,0.0004428075029637,0.0009775151313462,0.0009775151313462
rxn01636_d0,700,N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase,7.5075e-05,,,7.5075e-05,7.5075e-05,7.5075e-05,7.507499999999986e-05,7.507500000000018e-05
rxn00830_d0,700,Isopentenyl-diphosphate delta3-delta2-isomerase,-0.0002224230873662,,,-0.0002224230873662,0.0,0.0,-0.0004958929168637,0.0
rxn00506_c0,700,Acetaldehyde:NAD+ oxidoreductase,-5.9000000000000025e-05,,,-5.9e-05,-5.9000000000000025e-05,-5.9e-05,-0.0001798780016282,-5.550143411194952e-05
rxn00913_c0,700,Guanosine 5'-monophosphate phosphohydrolase,5.980462357800198e-05,,,6.019118436299459e-05,6.019118436300112e-05,0.0,0.0,0.0
rxn00495_c0,700,L-phenylalanine ammonia-lyase (trans-cinnamate-forming),0.0010011077603249,,,0.001001107760325,0.001001107760325,0.0010011077603249,0.001002067135275,0.001002067135275
rxn00907_d0,700,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase",0.0001225482011584,,,1.119270775e-06,0.0002006622462752,0.0,-0.0001260187499999,1.119270775e-06
rxn00907_m0,700,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase",0.0002903888188375,,,6.875520475000107e-06,6.875520475000039e-06,0.0003312623047906,0.0008305196990804,7.83489542500004e-06
rxn00130_c0,700,AMP aminohydrolase,2.1696331824843024e-05,,,2.1598448128577275e-05,2.1598448128720495e-05,2.1696331824865305e-05,0.0001138559395745,0.0
rxn01626_c0,700,"5,6-Dihydrouracil amidohydrolase",1.816416571999522e-06,,,1.816416571999237e-06,1.816416571999237e-06,1.816416572000823e-06,1.1410166071999794e-05,1.1410166071999794e-05
rxn01169_c0,700,ATP:beta-D-glucose 6-phosphotransferase,0.0,,,0.0,0.0,0.0077891465672763,0.0,0.0
rxn01171_c0,700,D-glucose 1-epimerase,0.010190960406375,,,-0.0020932929997304,0.0,0.0,0.0478047166195079,-0.0137691731225342
rxn00942_c0,700,N-ribosylnicotinamide ribohydrolase,-1.3403141250014967e-06,,,-6.019118436299459e-05,-1.247187435000346e-06,-1.816416572000823e-06,-7.5047700949955134e-06,-6.545395144999113e-06
rxn01629_d0,700,"(S)-4-Amino-5-oxopentanoate 4,5-aminomutase",-0.0003415374822,,,-0.0003415374822,-0.0003415374822,-0.0003415374822,-0.0023370373782,-0.0023370373782
rxn00611_c0,700,sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase,-0.0002078645724999,,,-0.0002078645724999,-0.0002078645724999,-0.0002078645724999,-0.0002078645724999,-0.0002078645724999
rxn00640_c0,700,GDP:D-mannose-1-phosphate guanylyltransferase,0.0,,,0.0,0.0014990352155713,0.0,0.0258325430546537,0.0
rxn00907_c0,700,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase",-0.0003334388509688,,,1.119270775e-06,2.23854155e-06,-0.0001215529043331,-0.0008735697312117,0.0001545108146682
rxn00929_c0,700,L-Proline:NAD+ 5-oxidoreductase,0.0,,,-0.0008919071473664,0.0,0.0,0.0,0.0
rxn01333_d0,700,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase,0.021267769851848,,,0.0212677897427709,0.0212677897427709,0.021267769851848,0.0422317794091431,0.0422320992007931
