,Name,Mature_leaf_flux,Mature_leaf_vfit
rxn02264_d0,Hydroxymethylbilane hydro-lyase(cyclizing),4.2692185275000004e-05,
rxn02265_c0,R03166,0.0,
rxn02265_d0,R03166,0.0,
rxn02265_m0,R03166,0.0,
rxn02265_x0,R03166,0.0,
rxn02269_d0,(S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating),0.0,
rxn02269_m0,(S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating),0.0,
rxn02276_c0,4-Maleylacetoacetate cis-trans-isomerase,0.0,
rxn02277_m0,"7,8-Diaminononanoate:carbon-dioxide cyclo-ligase",1.5989582500000004e-07,
rxn02280_c0,R03186,0.0,
rxn02280_d0,R03186,0.0,
rxn02280_m0,R03186,0.0,
rxn02280_x0,R03186,0.0,
rxn02288_c0,Uroporphyrinogen-III carboxy-lyase,0.0,
rxn02288_d0,Uroporphyrinogen-III carboxy-lyase,4.2692185275000004e-05,
rxn02290_c0,"(S)-2,3-Epoxysqualene mutase (cyclizing, lanosterol-forming)",0.0,
rxn02291_c0,"(S)-2,3-Epoxysqualene mutase (cyclizing, cycloartenol-forming)",0.0,
rxn02297_c0,6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating),1.5989582500000004e-07,
rxn02299_c0,UDPglucose:thiohydroximate S-beta-D-glucosyltransferase,0.0,
rxn02300_c0,3'-Phosphoadenylylsulfate:desulfoglucosinolate sulfotransferase,0.0,
rxn02302_c0,O-Acetyl-L-homoserine succinate-lyase (adding cysteine),0.0,
rxn02303_c0,Coproporphyrinogen:oxygen oxidoreductase(decarboxylating),0.0,
rxn02303_d0,Coproporphyrinogen:oxygen oxidoreductase(decarboxylating),4.2692185275000004e-05,
rxn02304_c0,protoporphyrinogen-IX:oxygen oxidoreductase,0.0,
rxn02304_d0,protoporphyrinogen-IX:oxygen oxidoreductase,2.1346092637500002e-05,
rxn02305_d0,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase,1.5989582500000004e-07,
rxn02312_m0,S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase,1.5989582500000004e-07,
rxn02320_d0,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase,-3.51924314992e-05,0.0
rxn02322_c0,ATP:(R)-5-phosphomevalonate phosphotransferase,0.00088357633415875,
rxn02322_x0,ATP:(R)-5-phosphomevalonate phosphotransferase,0.0,
rxn02331_c0,"phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)",0.0,
rxn02337_c0,"2-trans,6-trans-farnesol:NADP+ 1-oxidoreductase",0.0,
rxn02341_c0,N-[(R)-4'-Phosphopantothenoyl]-L-cysteine carboxy-lyase,1.8164165719992373e-06,
rxn02354_c0,"3'-Phosphoadenylylsulfate:quercetin-3,3'-bissulfate 7-sulfotransferase",0.0,
rxn02373_c0,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating),-5.9e-05,0.0
rxn02373_d0,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating),-0.000118,
rxn02374_c0,R03314,0.0,
rxn02374_d0,R03314,0.000118,
rxn02374_m0,R03314,0.0,
rxn02374_v0,R03314,0.0,
rxn02374_x0,R03314,0.0,
rxn02380_c0,beta-D-Glucose 6-phosphate ketol-isomerase,0.0,
rxn02380_d0,beta-D-Glucose 6-phosphate ketol-isomerase,-0.021267789742770927,
rxn02382_c0,1-O-Sinapoyl-beta-D-glucose:(S)-malate O-sinapoyltransferase,0.0,
rxn02401_c0,ATP:beta-D-ribosylnicotinate 5-phosphotransferase,0.0,
rxn02402_c0,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating),-1.087291610000346e-06,
rxn02402_d0,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating),0.0,
rxn02404_c0,3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase,0.0,
rxn02405_c0,CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase,0.0,
rxn02405_m0,CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase,0.0,
rxn02414_c0,"S-Adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase",0.00012152082700000002,
rxn02417_c0,myo-Inositol-hexakisphosphate 3-phosphohydrolase,0.0,
rxn02417_w0,myo-Inositol-hexakisphosphate 3-phosphohydrolase,0.0,
rxn02418_c0,myo-inositol-hexakisphosphate 4-phosphohydrolase,0.0,
rxn02421_c0,CTP:N-methylethanolamine-phosphate cytidylyltransferase,0.0,
rxn02451_c0,1-alpha-D-Galactosyl-myo-inositol:raffinose galactosyltransferase,0.0,
rxn02458_c0,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase",0.0,
rxn02465_d0,N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating),-7.5075e-05,
rxn02472_c0,"S-Adenosyl-L-methionine:3',4',5-trihydroxy-3,7-dimethoxyflavone 4'-O-methyltransferase",0.0,
rxn02473_d0,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase,3.51924314992e-05,
rxn02474_c0,5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase,-2.23854155e-06,
rxn02474_d0,5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase,0.0,
rxn02475_c0,"2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase",2.23854155e-06,
rxn02475_d0,"2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine 2-aminohydrolase",0.0,
rxn02476_d0,Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase,0.0011457693507022997,
rxn02484_d0,ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase,0.0,
rxn02503_c0,"ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase",0.0,
rxn02503_m0,"ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase",6.715624650000039e-06,
rxn02504_c0,"2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase",0.0,
rxn02507_d0,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing),2.2226798841599976e-05,
rxn02508_d0,N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase,2.2226798841599976e-05,
rxn02516_m0,L-cysteine hydrogen-sulfide-lyase (adding HCN),0.0,
rxn02554_c0,R07440,0.0,
rxn02554_r0,R07440,0.0,
rxn02561_c0,"S-Adenosyl-L-methionine:5,7,3',4'-tetrahydroxyflavone 3'-O-methyltransferase",0.0,
rxn02564_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)",0.0,
rxn02571_c0,O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide),0.0,
rxn02575_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase,0.0,
rxn02598_c0,leucocyanidin:NADP+ 4-oxidoreductase,0.0,
rxn02601_c0,"flavanone,NADPH:oxygen oxidoreductase",0.0,
rxn02602_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",0.0,
rxn02609_c0,R03672,0.0,
rxn02609_d0,R03672,0.0,
rxn02609_m0,R03672,0.0,
rxn02609_x0,R03672,0.0,
rxn02611_c0,R03674,0.0,
rxn02611_d0,R03674,0.0,
rxn02611_m0,R03674,0.0,
rxn02611_x0,R03674,0.0,
rxn02634_c0,UDPglucose:trans-2-hydroxycinnamate O-beta-D-glucosyltransferase,0.0,
rxn02677_c0,Cycloeucalenol lyase (cyclopropane-decyclizing),0.0,
rxn02697_c0,"(Gibberellin-44),2-oxoglutarate:oxygen oxidoreductase",0.0,
rxn02699_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)",0.0,
rxn02733_d0,Magnesium-protoporphyrin IX chelatase,4.1572914500000006e-05,
rxn02735_c0,"UDP-L-rhamnose:NADP+ 4-oxidoreductase (3,5-epimerizing)",0.0,
rxn02746_c0,R03892,0.0,
rxn02746_d0,R03892,0.0,
rxn02746_m0,R03892,0.0,
rxn02746_x0,R03892,0.0,
rxn02758_c0,Sinapyl alcohol:NADP+ oxidoreductase,0.0,
rxn02758_w0,Sinapyl alcohol:NADP+ oxidoreductase,0.0,
rxn02774_c0,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase,0.0,
rxn02789_d0,2-Isopropylmalate hydro-lyase,0.00015929205836479992,
rxn02811_d0,3-Isopropylmalate hydro-lyase,-0.00015929205836479992,
rxn02814_c0,4-coumaryl alcohol:NADP+ oxidoreductase,0.0,
rxn02814_w0,4-coumaryl alcohol:NADP+ oxidoreductase,0.0,
rxn02823_c0,Indole-3-acetamide hydro-lyase,0.0,
rxn02823_n0,Indole-3-acetamide hydro-lyase,0.0,
rxn02832_d0,"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)",-1.5589842937500006e-06,
rxn02834_d0,Phosphoribosyl-ATP pyrophosphohydrolase,3.51924314992e-05,
rxn02835_d0,"1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase",3.51924314992e-05,
rxn02889_m0,3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming),0.0,
rxn02894_c0,ATP:S5-methyl-5-thio-D-ribose 1-phosphotransferase,0.0,
rxn02895_d0,5-Phospho-D-ribosylamine:glycine ligase (ADP-forming),9.248855271303182e-05,
rxn02909_c0,2-Carboxy-D-arabinitol-1-phosphate 1-phosphohydrolase,0.0,
rxn02914_d0,3-Phosphoserine:2-oxoglutarate aminotransferase,-0.000203775,0.0
rxn02916_c0,R04175,0.0,
rxn02916_d0,R04175,0.0,
rxn02916_m0,R04175,0.0,
rxn02916_x0,R04175,0.0,
rxn02926_c0,L-3-amino-isobutanoate:2-oxoglutarate aminotransferase,0.0,
rxn02928_d0,"2,3,4,5-Tetrahydrodipicolinate:NAD+ oxidoreductase",-1.9207195366399898e-05,0.0
rxn02929_d0,"2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase",-6.970000000000001e-05,0.0
rxn02933_c0,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase",0.0,
rxn02934_c0,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase",0.0,
rxn02937_d0,2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming),9.248855271303181e-05,
rxn02938_d0,1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase,-9.23286568880318e-05,
rxn02945_d0,prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase,8.8422391225e-05,
rxn02959_c0,S-adenosyl-L-methionine:magnesium-protoporphyrin-IX O-methyltransferase,0.0,
rxn02959_d0,S-adenosyl-L-methionine:magnesium-protoporphyrin-IX O-methyltransferase,4.1572914500000006e-05,
rxn02977_c0,2-alpha-L-FUcopyranosyl-beta-D-galactoside fucohydrolase,0.0,
rxn02979_c0,"leucocyanidin,2-oxoglutarate:oxygen oxidoreductase",0.0,
rxn02988_c0,glycerone phosphate:iminosuccinate alkyltransferase (cyclizing),-1.087291610000346e-06,
rxn02988_d0,glycerone phosphate:iminosuccinate alkyltransferase (cyclizing),0.0,
rxn03004_d0,10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase,9.248855271303182e-05,
rxn03012_c0,R04336,0.0,
rxn03012_d0,R04336,0.0,
rxn03012_m0,R04336,0.0,
rxn03012_x0,R04336,0.0,
rxn03016_c0,"trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydorxylating)",0.0,
rxn03016_r0,"trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydorxylating)",0.0,
rxn03057_c0,5-Methylthio-5-deoxy-D-ribose-1-phosphate ketol-isomerase,0.0,
rxn03062_d0,3-Isopropylmalate:NAD+ oxidoreductase,0.00015929205836479992,-6.0092058364799925e-05
rxn03070_c0,R04443,0.0,
rxn03070_d0,R04443,0.0,
rxn03070_m0,R04443,0.0,
rxn03070_x0,R04443,0.0,
rxn03075_c0,ATP:4-methyl-5-(2-hydroxyethyl)-thiazole 2-phosphotransferase,0.0,
rxn03080_c0,5-amino-6-(D-ribitylamino)uracil butanedionetransferase,4.4770831e-06,
rxn03080_d0,5-amino-6-(D-ribitylamino)uracil butanedionetransferase,0.0,
rxn03084_d0,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming),9.248855271303181e-05,
rxn03084_m0,5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming),0.0,
rxn03093_c0,3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate:NAD+ 3-oxidoreductase (decarboxylating),0.0,
rxn03108_d0,ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase,1.5989582500000004e-07,
rxn03130_c0,"UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase",0.0,
rxn03135_d0,R04558,-3.51924314992e-05,
rxn03136_d0,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase,9.23286568880318e-05,
rxn03137_d0,10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase,0.00012752108838723182,
rxn03146_c0,UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase,0.0,
rxn03147_d0,1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming),9.23286568880318e-05,
rxn03159_c0,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1-phosphate 2,3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase",0.0,
rxn03168_c0,R04621,-6.715624650000039e-06,
rxn03173_c0,R04638,6.715624650000039e-06,
rxn03175_d0,N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase,3.51924314992e-05,
rxn03181_c0,"ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase",0.0,
rxn03182_c0,CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase,0.0,
rxn03182_m0,CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase,0.0,
rxn03203_c0,R04686,0.0,
rxn03216_c0,R04701,0.0,
rxn03216_d0,R04701,0.0,
rxn03216_m0,R04701,0.0,
rxn03216_x0,R04701,0.0,
rxn03265_c0,S-Adenosyl-L-methionine:L-methionine S-methyltransferase,0.0,
rxn03273_c0,3-Ketolactose galactohydrolase,0.0,
rxn03353_c0,"flavanone,NADPH:oxygen oxidoreductase",0.0,
rxn03373_d0,ATP:selenate adenylyltransferase,0.0,
rxn03379_d0,Selenocystathionine L-homocysteine-lyase (deaminating),0.0,
rxn03402_c0,beta-D-Glucosyl-2-coumarinate glucohydrolase,0.0,
rxn03403_c0,R04999,0.0,
rxn03403_d0,R04999,0.0,
rxn03403_m0,R04999,0.0,
rxn03403_x0,R04999,0.0,
rxn03411_c0,"leucocyanidin,2-oxoglutarate:oxygen oxidoreductase",0.0,
rxn03413_c0,leucodelphinidin:NADP+ 4-oxidoreductase,0.0,
rxn03414_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",0.0,
rxn03437_d0,"(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase",0.00047500828357720004,
rxn03439_c0,CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase,0.0,
rxn03439_m0,CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase,0.0,
rxn03474_c0,R05125,0.0,
rxn03474_d0,R05125,0.0,
rxn03474_m0,R05125,0.0,
rxn03474_x0,R05125,0.0,
rxn03519_c0,"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase",0.0,
rxn03633_c0,"S-Adenosyl-L-methionine:3',4',5,7-tetrahydroxy-3-methoxyflavone 7-O-methyltransferase",0.0,
rxn03646_d0,carotenoid beta-end group lyase (decyclizing),2.910104015e-05,
rxn03796_c0,R05506,0.0,
rxn03841_c0,4-amino-4-deoxychorismate pyruvate-lyase,0.0,
rxn03841_d0,4-amino-4-deoxychorismate pyruvate-lyase,6.715624650000039e-06,
rxn03842_r0,Ureidoglycine aminohydrolase,0.0,
rxn03843_c0,Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase,0.0,
rxn03861_r0,(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,0.0,
rxn03891_d0,R05612,0.0,
rxn03891_m0,R05612,0.0,
rxn03891_r0,R05612,0.0,
rxn03892_d0,R05613,0.0,
rxn03892_m0,R05613,0.0,
rxn03892_r0,R05613,0.0,
rxn03907_d0,CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase,0.0,
rxn03908_d0,ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase,0.0,
rxn03909_d0,1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating),0.0,
rxn03910_d0,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing),0.0,
rxn03958_d0,1-Deoxy-D-xylulose-5-phosphate isomeroreductase,0.0,
rxn03970_c0,Coniferyl aldehyde:NAD oxidoreductase,0.0,
rxn03971_c0,Coniferyl aldehyde:NADP oxidoreductase,0.0,
rxn03983_c0,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)",0.0,
rxn03983_d0,"AMP,sulfite:glutathione-disulfide oxidoreductase (adenosine-5'-phosphosulfate-forming)",-0.040780823994051835,
rxn04012_c0,S-adenosyl-L-methionine:jasmonate O-methyltransferase,0.0,
rxn04018_c0,"geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-alpha-pinene-forming]",0.0,
rxn04019_c0,"geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-beta-pinene-forming]",0.0,
rxn04027_d0,UDP-6-sulfo-6-deoxyglucose sulfohydrolase,2.158593637499999e-05,
rxn04064_c0,xylitol:NAD oxidoreductase,0.0,
rxn04113_d0,isopentenyl-diphosphate:NAD(P)+ oxidoreductase,0.0,
rxn04136_c0,geranyldiphosphate diphosphate lyase [(+)-(R)-limonene-forming],0.0,
rxn04152_d0,"magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)",4.1572914500000006e-05,
rxn04153_d0,"magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)",4.1572914500000006e-05,
rxn04154_d0,"magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)",4.1572914500000006e-05,
rxn04161_c0,chlorophyllide-a:phytyl-diphosphate phytyltransferase,0.0,
rxn04161_d0,chlorophyllide-a:phytyl-diphosphate phytyltransferase,4.1572914500000006e-05,
rxn04208_c0,R06335,0.0,
rxn04209_c0,"(gibberellin-20),2-oxoglutarate:oxygen oxidoreductase (3beta-hydroxylating)",0.0,
rxn04210_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)",0.0,
rxn04211_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)",0.0,
rxn04284_c0,R06422,0.0,
rxn04327_c0,"(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, lupeol-forming)",0.0,
rxn04330_c0,"(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-amyrin-forming)",0.0,
rxn04332_c0,"(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, alpha-amyrin-forming)",0.0,
rxn04381_c0,"Sphinganine, NADPH: oxygen oxidoreductase (4-hydroxylating)",0.0,
rxn04389_c0,UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase,0.0,
rxn04390_c0,UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase,0.0,
rxn04392_c0,"flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)",0.0,
rxn04426_c0,R06572,0.0,
rxn04426_r0,R06572,0.0,
rxn04430_c0,"S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase",0.0,
rxn04454_c0,isochorismate pyruvate-lyase (salicylate-forming),0.0,
rxn04463_c0,UDPglucose:flavonol 3-O-D-glucosyltransferase,0.0,
rxn04624_c0,"3'-phosphoadenylyl-sulfate:quercetin-3,3'-bissulfate 7-sulfotransferase",0.0,
rxn04625_c0,UDP-glucose:flavonol 7-O-beta-D-glucosyltransferase,0.0,
rxn04630_c0,S-adenosyl-L-methionine:myricetin O-methyltransferase,0.0,
rxn04630_n0,S-adenosyl-L-methionine:myricetin O-methyltransferase,0.0,
rxn04662_c0,shikimate:NAD+ 3-oxidoreductase,0.0,
rxn04681_c0,S-Adenosyl-L-methionine:methylethanolamine phosphate N-methyltransferase,6.076041350000004e-07,
rxn04682_c0,S-Adenosyl-L-methionine:phosphodimethylethanolamine N-methyltransferase,6.076041350000004e-07,
rxn04684_c0,Phosphocholine phosphohydrolase,6.076041350000004e-07,
rxn04763_c0,xanthoxin:NAD+ oxidoreductase,0.0,
rxn04771_c0,carotenoid beta-end group lyase (decyclizing),0.0,
rxn04771_d0,carotenoid beta-end group lyase (decyclizing),5.9321351075e-05,
rxn04772_d0,carotenoid psi-end group lyase (decyclizing),-5.9321351075e-05,
rxn04783_d0,glycinamide ribonucleotide transformylase,0.0,
rxn04791_c0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04791_d0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04791_m0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04791_x0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04792_c0,S-(hydroxymethyl)glutathione dehydrogenase,0.0,
rxn04862_c0,R07056,0.0,
rxn04924_c0,12(13)-EpOME hydrolase,0.0,
rxn04938_c0,S-(hydroxymethyl)glutathione:NADP+ oxidoreductase,0.0,
rxn04947_c0,3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate:NADP+ 3-oxidoreductase (decarboxylating),0.0,
rxn04954_c0,5-methyltetrahydrofolate:NAD+ oxidoreductase,-2.96e-05,0.0
rxn04996_d0,dimethyallyl diphosphate:NADP+ oxidoreductase,0.0,
rxn05004_d0,S-adenosyl-L-methionine:gamma-tocopherol 5-O-methyltransferase,0.0,
rxn05005_c0,S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase,0.0,
rxn05006_c0,S-adenosyl-L-methionine:precorrin-1 C-methyltransferase,0.0,
rxn05022_c0,UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase,0.0,
rxn05023_d0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",1.5589842937500006e-06,
rxn05023_x0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",0.0,
rxn05024_d0,4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing),1.5589842937500006e-06,
rxn05024_x0,4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing),0.0,
rxn05028_d0,(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase,0.0,
rxn05028_m0,(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase,0.0,
rxn05028_r0,(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase,0.0,
rxn05034_m0,solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase,1.5989582500000004e-07,
rxn05036_d0,L-arogenate:2-oxoglutarate aminotransferase,-0.00010459827641517497,-2.9276415174980205e-08
rxn05038_c0,ATP:1D-myo-inositol 3-phosphotransferase,0.0,
rxn05039_c0,R07280,2.23854155e-06,
rxn05039_d0,R07280,0.0,
rxn05040_c0,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)",4.4770831e-06,
rxn05040_d0,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)",0.0,
rxn05064_c0,carbamate hydro-lyase,0.0,
rxn05064_d0,carbamate hydro-lyase,0.0,
rxn05064_m0,carbamate hydro-lyase,0.0,
rxn05064_x0,carbamate hydro-lyase,0.0,
rxn05072_c0,1D-myo-inositol-3-phosphate lyase (isomerizing),0.0,
rxn05092_c0,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)",0.0,
rxn05104_c0,S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase,0.0,
rxn05104_d0,S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase,0.0,
rxn05105_d0,"2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase",0.0,
rxn05106_d0,2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate phosphohydrolase,0.0,
rxn05118_c0,R07408,0.0,
rxn05118_d0,R07408,0.0,
rxn05118_m0,R07408,0.0,
rxn05118_x0,R07408,0.0,
rxn05120_c0,protoheme IX farnesyltransferase,0.0,
rxn05136_c0,p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase,0.0,
rxn05143_c0,sinapoyl aldehyde:NADP oxidoreductase,0.0,
rxn05206_c0,TRANS-RXN-187.ce,0.0004908801827499998,
rxn05206_v0,TRANS-RXN-187.ce,0.0,
rxn05206_w0,TRANS-RXN-187.ce,0.0,
rxn05218_d0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_GLY,0.0,
rxn05218_m0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_GLY,0.0,
rxn05218_x0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_GLY,0.0,
rxn05220_d0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_ASN,0.0,
rxn05220_m0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_ASN,0.0005516125026304001,
rxn05220_x0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_ASN,0.0,
rxn05222_d0,RXN66-449.ce,2.2226798841599976e-05,
rxn05222_m0,RXN66-449.ce,0.0,
rxn05222_x0,RXN66-449.ce,0.0,
rxn05224_d0,Riboflavin permease,0.0,
rxn05224_m0,Riboflavin permease,0.0,
rxn05238_c0,TRANS-RXNBWI-115353.ce,0.00013958593637500294,
rxn05238_d0,TRANS-RXNBWI-115353.ce,-0.040780823994051835,
rxn05238_v0,TRANS-RXNBWI-115353.ce,0.0,
