,Name,Mature_leaf_flux,Mature_leaf_vfit
rxn04040_n0,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase",0.0,
rxn04041_c0,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase",-30.864449711999765,
rxn04041_n0,"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase",0.0,
rxn04064_c0,xylitol:NAD oxidoreductase,0.0,
rxn04113_d0,isopentenyl-diphosphate:NAD(P)+ oxidoreductase,0.0,
rxn04136_c0,geranyldiphosphate diphosphate lyase [(+)-(R)-limonene-forming],0.0,
rxn04147_c0,squalene synthase,0.0,
rxn04147_r0,squalene synthase,0.0,
rxn04152_d0,"magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)",0.00018958484999999998,
rxn04153_d0,"magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)",0.00018958484999999998,
rxn04154_d0,"magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)",0.00018958484999999998,
rxn04161_c0,chlorophyllide-a:phytyl-diphosphate phytyltransferase,0.0,
rxn04161_d0,chlorophyllide-a:phytyl-diphosphate phytyltransferase,0.0,
rxn04165_c0,"ent-kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04165_d0,"ent-kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04166_c0,"ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04166_d0,"ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04167_c0,"ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04167_d0,"ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04168_c0,"ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04168_r0,"ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04169_c0,"ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04169_r0,"ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04171_c0,"ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04171_r0,"ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)",0.0,
rxn04195_c0,"(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase",0.0,
rxn04196_c0,"(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase",0.0,
rxn04208_c0,R06335,0.0,
rxn04209_c0,"(gibberellin-20),2-oxoglutarate:oxygen oxidoreductase (3beta-hydroxylating)",0.0,
rxn04210_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)",0.0,
rxn04211_c0,"(gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)",0.0,
rxn04284_c0,R06422,0.0,
rxn04327_c0,"(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, lupeol-forming)",0.0,
rxn04330_c0,"(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-amyrin-forming)",0.0,
rxn04332_c0,"(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, alpha-amyrin-forming)",0.0,
rxn04381_c0,"Sphinganine, NADPH: oxygen oxidoreductase (4-hydroxylating)",0.0,
rxn04389_c0,UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase,0.0,
rxn04390_c0,UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase,0.0,
rxn04392_c0,"flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)",0.0,
rxn04411_c0,flavanone lyase (decyclizing),0.0,
rxn04411_n0,flavanone lyase (decyclizing),0.0,
rxn04411_r0,flavanone lyase (decyclizing),0.0,
rxn04426_c0,R06572,0.0,
rxn04426_r0,R06572,0.0,
rxn04430_c0,"S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase",0.0,
rxn04453_x0,5-hydroxyisourate amidohydrolase,0.0,
rxn04454_c0,isochorismate pyruvate-lyase (salicylate-forming),0.0,
rxn04456_x0,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,0.0,
rxn04463_c0,UDPglucose:flavonol 3-O-D-glucosyltransferase,0.0,
rxn04624_c0,"3'-phosphoadenylyl-sulfate:quercetin-3,3'-bissulfate 7-sulfotransferase",0.0,
rxn04625_c0,UDP-glucose:flavonol 7-O-beta-D-glucosyltransferase,0.0,
rxn04630_c0,S-adenosyl-L-methionine:myricetin O-methyltransferase,0.0,
rxn04630_n0,S-adenosyl-L-methionine:myricetin O-methyltransferase,0.0,
rxn04662_c0,shikimate:NAD+ 3-oxidoreductase,0.0,
rxn04681_c0,S-Adenosyl-L-methionine:methylethanolamine phosphate N-methyltransferase,0.0,
rxn04682_c0,S-Adenosyl-L-methionine:phosphodimethylethanolamine N-methyltransferase,0.0,
rxn04684_c0,Phosphocholine phosphohydrolase,0.0,
rxn04755_d0,"zeaxanthin,NADH:oxygen oxidoreductase",0.0,
rxn04756_d0,"zeaxanthin,NADH:oxygen oxidoreductase",0.0,
rxn04761_c0,9'-cis-Neoxanthin:9-cis-epoxycarotenoid dioxygenase,0.0,
rxn04761_d0,9'-cis-Neoxanthin:9-cis-epoxycarotenoid dioxygenase,0.0,
rxn04763_c0,xanthoxin:NAD+ oxidoreductase,0.0,
rxn04766_c0,abscisic-aldehyde:oxygen oxidoreductase,0.0,
rxn04771_c0,carotenoid beta-end group lyase (decyclizing),0.0,
rxn04771_d0,carotenoid beta-end group lyase (decyclizing),5.520877500000002e-06,
rxn04772_c0,carotenoid psi-end group lyase (decyclizing),0.0,
rxn04772_d0,carotenoid psi-end group lyase (decyclizing),-5.520877500000002e-06,
rxn04783_c0,glycinamide ribonucleotide transformylase,0.0,
rxn04783_d0,glycinamide ribonucleotide transformylase,0.0008991863184171223,
rxn04791_c0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04791_d0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04791_m0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04791_x0,S-(hydroxymethyl)glutathione synthase,0.0,
rxn04792_c0,S-(hydroxymethyl)glutathione dehydrogenase,0.0,
rxn04862_c0,R07056,0.0,
rxn04863_d0,linoleate:oxygen 9-oxidoreductase,0.0,
rxn04924_c0,12(13)-EpOME hydrolase,0.0,
rxn04938_c0,S-(hydroxymethyl)glutathione:NADP+ oxidoreductase,0.0,
rxn04947_c0,3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate:NADP+ 3-oxidoreductase (decarboxylating),0.0,
rxn04954_c0,5-methyltetrahydrofolate:NAD+ oxidoreductase,0.023749999999999993,0.0
rxn04962_d0,violaxanthin:ascorbate oxidoreductase,0.0,
rxn04963_d0,antheraxanthin:ascorbate oxidoreductase,0.0,
rxn04978_d0,"zeaxanthin,NADPH:oxygen oxidoreductase",0.0,
rxn04979_d0,"zeaxanthin,NAD(P)H:oxygen oxidoreductase",0.0,
rxn04981_c0,"abscisate,NADPH:oxygen oxidoreductase (8'-hydroxylating)",0.0,
rxn04981_r0,"abscisate,NADPH:oxygen oxidoreductase (8'-hydroxylating)",0.0,
rxn04992_c0,1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming),0.0,
rxn04992_g0,1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming),0.0,
rxn04992_r0,1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming),0.0,
rxn04996_d0,dimethyallyl diphosphate:NADP+ oxidoreductase,0.0,
rxn05004_d0,S-adenosyl-L-methionine:gamma-tocopherol 5-O-methyltransferase,0.0,
rxn05005_c0,S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase,0.0,
rxn05006_c0,S-adenosyl-L-methionine:precorrin-1 C-methyltransferase,0.0,
rxn05022_c0,UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase,0.0,
rxn05023_d0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",1.0156331249999998e-06,
rxn05023_x0,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",0.0,
rxn05024_d0,4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing),1.0156331249999998e-06,
rxn05024_x0,4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing),0.0,
rxn05028_d0,(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase,0.0,
rxn05028_m0,(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase,0.0,
rxn05028_r0,(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase,0.0,
rxn05034_m0,solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase,1.041675e-07,
rxn05036_d0,L-arogenate:2-oxoglutarate aminotransferase,-0.0007389673700250001,
rxn05038_c0,ATP:1D-myo-inositol 3-phosphotransferase,0.0,
rxn05039_c0,R07280,0.0,
rxn05039_d0,R07280,1.4583449999999998e-06,
rxn05040_c0,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)",0.0,
rxn05040_d0,"D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)",2.9166899999999997e-06,
rxn05064_c0,carbamate hydro-lyase,0.0,
rxn05064_d0,carbamate hydro-lyase,0.0,
rxn05064_m0,carbamate hydro-lyase,0.0,
rxn05064_x0,carbamate hydro-lyase,0.0,
rxn05072_c0,1D-myo-inositol-3-phosphate lyase (isomerizing),0.0,
rxn05092_c0,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)",0.0,
rxn05104_c0,S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase,0.0,
rxn05104_d0,S-methyl-5-thio-D-ribulose-1-phosphate hydro-lyase,0.0,
rxn05105_d0,"2,3-diketo-5-methylthiopentyl-1-phosphate keto---enol-isomerase",0.0,
rxn05106_d0,2-hydroxy-5-(methylthio)-3-oxopent-1-enyl phosphate phosphohydrolase,0.0,
rxn05118_c0,R07408,0.0,
rxn05118_d0,R07408,0.0,
rxn05118_m0,R07408,0.0,
rxn05118_x0,R07408,0.0,
rxn05120_c0,protoheme IX farnesyltransferase,0.0,
rxn05136_c0,p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase,0.0,
rxn05143_c0,sinapoyl aldehyde:NADP oxidoreductase,0.0,
rxn05149_c0,ABC-type manganese permease complex,0.0,
rxn05149_g0,ABC-type manganese permease complex,0.0,
rxn05206_c0,TRANS-RXN-187.ce,0.00031979422499999984,
rxn05206_v0,TRANS-RXN-187.ce,0.0,
rxn05206_w0,TRANS-RXN-187.ce,0.0,
rxn05218_d0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_GLY,-72.07515447029327,
rxn05218_m0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_GLY,0.0,
rxn05218_x0,TRANS-RXNBWI-115362.ce.maizeexp.GLY_GLY,0.0,
rxn05220_d0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_ASN,0.0,
rxn05220_m0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_ASN,0.0,
rxn05220_x0,TRANS-RXNBWI-115362.ce.maizeexp.ASN_ASN,0.0,
rxn05222_d0,RXN66-449.ce,0.0001669013352,
rxn05222_m0,RXN66-449.ce,0.0,
rxn05222_x0,RXN66-449.ce,0.0,
rxn05224_d0,Riboflavin permease,1.4583449999999998e-06,
rxn05224_m0,Riboflavin permease,0.0,
rxn05238_c0,TRANS-RXNBWI-115353.ce,0.0005709222756749843,
rxn05238_d0,TRANS-RXNBWI-115353.ce,-0.0005709222756749843,
rxn05238_v0,TRANS-RXNBWI-115353.ce,0.0,
rxn05245_d0,TRANS-RXNBWI-115362.ce.maizeexp.VAL_VAL,0.0008914696316999933,
rxn05245_m0,TRANS-RXNBWI-115362.ce.maizeexp.VAL_VAL,0.0,
rxn05245_x0,TRANS-RXNBWI-115362.ce.maizeexp.VAL_VAL,0.0,
rxn05287_d0,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase,0.0,
rxn05287_m0,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase,0.0,
rxn05287_r0,geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase,0.0,
rxn05319_c0,TRANS-RXNBWI-115401.ce.maizeexp.OH_OH,-199.5921477958613,
rxn05319_d0,TRANS-RXNBWI-115401.ce.maizeexp.OH_OH,71.59385371390746,
rxn05319_m0,TRANS-RXNBWI-115401.ce.maizeexp.OH_OH,15.736027090559915,
rxn05319_v0,TRANS-RXNBWI-115401.ce.maizeexp.OH_OH,0.0,
rxn05319_x0,TRANS-RXNBWI-115401.ce.maizeexp.OH_OH,15.581908532546887,
rxn05324_d0,"Dodecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",-0.0025885623750000002,
rxn05325_d0,"Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",-0.0025885623750000002,
rxn05326_d0,"Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)",-0.0025885623750000002,
rxn05330_d0,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,0.0025885623750000002,
rxn05331_d0,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,0.0025885623750000002,
rxn05335_d0,(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase,0.0025885623750000002,
rxn05337_d0,(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-0.0025885623750000002,
rxn05338_d0,(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-0.0025885623750000002,
rxn05340_d0,(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-0.0025885623750000002,
rxn05342_d0,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-0.0025885623750000002,
rxn05343_d0,Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),0.0025885623750000002,
rxn05345_d0,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),0.0025885623750000002,
rxn05346_d0,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),0.0025885623750000002,
rxn05347_c0,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),0.0,
rxn05347_d0,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),0.0,
rxn05348_d0,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),0.0025885623750000002,
rxn05350_d0,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),0.0025885623750000002,
rxn05465_d0,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase,0.018119936625,
rxn05466_c0,TRANS-RXN-173.ce,0.0,
rxn05466_d0,TRANS-RXN-173.ce,-13.920082673020259,
rxn05466_m0,TRANS-RXN-173.ce,0.0,
rxn05466_w0,TRANS-RXN-173.ce,0.0,
rxn05467_c0,CO2 transporter via diffusion,-217.63107403793583,
rxn05467_d0,CO2 transporter via diffusion,44.81403237137006,
rxn05467_m0,CO2 transporter via diffusion,12.666256504823435,
rxn05468_c0,TRANS-RXNAVI-26568.ce,219.02027547977025,
rxn05468_d0,TRANS-RXNAVI-26568.ce,-44.85684151725028,
rxn05468_m0,TRANS-RXNAVI-26568.ce,-10.443822034597193,
rxn05468_x0,TRANS-RXNAVI-26568.ce,-7.790580368657288,
rxn05469_m0,pyruvate reversible transport via proton symport,-4.2166659378275,
rxn05513_d0,TRANS-RXN-194.ce,0.0,
rxn05513_g0,TRANS-RXN-194.ce,0.0,
rxn05513_r0,TRANS-RXN-194.ce,0.0,
rxn05513_v0,TRANS-RXN-194.ce,0.0,
rxn05513_w0,TRANS-RXN-194.ce,0.0,
rxn05516_c0,Cadmium-translocating P-type ATPase,0.0,
rxn05516_v0,Cadmium-translocating P-type ATPase,0.0,
rxn05528_c0,Copper-transporting ATPase,0.0,
rxn05528_d0,Copper-transporting ATPase,-229.2311515301589,
rxn05616_c0,TRANS-RXN-141.ce,0.00018958484999999998,
rxn05616_d0,TRANS-RXN-141.ce,0.00018958484999999998,
rxn05641_c0,xenobiotic-transporting ATPase,0.0,
rxn05641_g0,xenobiotic-transporting ATPase,0.0,
rxn05641_v0,xenobiotic-transporting ATPase,0.0,
rxn05641_w0,xenobiotic-transporting ATPase,0.0,
rxn05667_c0,TRANS-RXN4LZ-7041.ce,0.7212084869427925,
rxn05667_d0,TRANS-RXN4LZ-7041.ce,0.0,
rxn05667_m0,TRANS-RXN4LZ-7041.ce,0.043255874047001416,
rxn05736_d0,acyl-coenzyme A ligase,0.0,
rxn05736_r0,acyl-coenzyme A ligase,0.0,
rxn05736_x0,acyl-coenzyme A ligase,0.0,
rxn06135_c0,"Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)",82.2504588601324,
rxn06135_x0,"Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)",0.0,
rxn06136_c0,"Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)",0.0,
rxn06136_x0,"Stearoyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl- and enoyl-reducing)",0.0,
rxn06306_c0,UTP:beta-L-arabinose-1-phosphate uridylyltransferase,0.0,
rxn06556_d0,Dodecanoyl-[acyl-carrier-protein] hydrolase,0.0,
rxn07219_c0,"malonyl-CoA:4-coumaroyl-CoA malonyltransferase (cyclizing, reducing)",0.0,
rxn07271_c0,Delta5-3-ketosteroid isomerase,0.0,
rxn07272_c0,3-beta-hydroxysteroid dehydrogenase,0.0,
rxn07273_c0,"Campest-4-en-3-one,NADPH:steroid 5alpha-reductase",0.0,
rxn07274_c0,"6-Oxocampestanol,NADPH:brassinosteroid C22alpha-hydroxylase",0.0,
rxn07278_c0,"Campesterol,NADPH:brassinosteroid C22alpha-hydroxylase",0.0,
rxn07280_c0,"22alpha-Hydroxy-campest-4-en-3-one,NADPH:steroid 5alpha-reductase",0.0,
rxn07285_c0,"Campest-4-en-3-one,NADPH:brassinosteroid C22alpha-hydroxylase",0.0,
rxn07286_c0,"5alpha-Campestan-3-one,NADPH:brassinosteroid C22alpha-hydroxylase",0.0,
rxn07287_c0,"Campesterol,NADPH:brassinosteroid C22alpha-hydroxylase",0.0,
rxn07290_c0,6-Deoxotyphasterol:brassinosteroid C6-oxidase,0.0,
rxn07312_r0,R07481,0.0,
rxn07314_c0,R07483,0.0,
rxn07315_c0,R07484,0.0,
rxn07325_c0,R07494,0.0,
rxn07331_d0,phytyl-diphosphate:homogentisate phytyltransferase (decarboxylating),0.0,
rxn07331_t0,phytyl-diphosphate:homogentisate phytyltransferase (decarboxylating),0.0,
rxn07332_d0,R07501,0.0,
rxn07333_d0,R07502,0.0,
rxn07334_d0,R07503,0.0,
rxn07335_d0,S-adenosyl-L-methionine:delta-tocopherol 5-O-methyltransferase,0.0,
rxn07343_c0,"7,9,7',9'-tetracis-lycopene cis-trans-isomerase",0.0,
rxn07343_d0,"7,9,7',9'-tetracis-lycopene cis-trans-isomerase",8.229232500000052e-06,
rxn07406_c0,UDP-D-glucose:abscisate beta-D-glucosyltransferase,0.0,
rxn07407_c0,R07576,0.0,
rxn07407_d0,R07576,0.0,
rxn07407_m0,R07576,0.0,
rxn07407_x0,R07576,0.0,
rxn07414_c0,myo-inositol-hexakisphosphate 5-phosphohydrolase,0.0,
rxn07441_d0,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase",-0.000667605340800001,0.0
rxn07447_c0,geranyl-diphosphate diphosphate-lyase [(3S)-linalool-forming],0.0,
rxn07456_c0,R07641,0.0,
rxn07456_d0,R07641,0.004841989303034852,
rxn07487_c0,R07672,0.0,
rxn07488_c0,R07673,0.0,
rxn07490_c0,L-galactose:NAD+ 1-oxidoreductase,0.0,
rxn07523_c0,R07709,0.0,
rxn07579_d0,R07765,0.00018958484999999998,
rxn07653_d0,"(9Z,11E,15Z)-(13S)-hydroperoxyoctadeca-9,11,15-trienoate 12,13-hydro-lyase [(9Z,15Z)-(13S)-12,13-epoxyoctadeca-9,11,15-trienoate-forming]",0.0,
rxn07654_d0,R07864,0.0,
rxn07659_d0,R07869,0.0,
rxn07660_d0,R07870,0.0,
rxn07662_c0,R07872,0.0,
rxn07677_c0,R07887,0.0,
rxn07677_x0,R07887,0.0,
rxn07841_c0,2-Isopentenyl-diphosphate:ATP delta2-isopentenyltransferase,0.0,
rxn07841_d0,2-Isopentenyl-diphosphate:ATP delta2-isopentenyltransferase,0.0,
rxn07841_m0,2-Isopentenyl-diphosphate:ATP delta2-isopentenyltransferase,0.0,
rxn07842_c0,2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase,0.0,
rxn07842_d0,2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase,0.0,
rxn07842_m0,2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase,0.0,
rxn07852_c0,R08063,0.0,
rxn07865_c0,R08076,0.0,
rxn07868_c0,R08079,0.0,
rxn07869_c0,R08080,0.0,
rxn07888_c0,R08099,0.0,
rxn07888_d0,R08099,0.0,
rxn07888_m0,R08099,0.0,
rxn07888_x0,R08099,0.0,
rxn08022_c0,RXN-5741.c,0.0,
rxn08022_d0,RXN-5741.c,0.0,
rxn08043_d0,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating),0.0003178233759,
rxn08063_m0,Acetate transport via diffusion (extracellular to periplasm),0.0,
rxn08094_m0,2-Oxoglutarate dehydrogenase complex,4.163333333500001,-0.003333333500000441
rxn08096_d0,alpha-ketoglutarate transport via diffusion (extracellular to periplasm),0.30612519126603815,
rxn08096_m0,alpha-ketoglutarate transport via diffusion (extracellular to periplasm),0.18640656435723385,
rxn08096_x0,alpha-ketoglutarate transport via diffusion (extracellular to periplasm),-84.21625768064284,
rxn08104_d0,L-alanine transport via diffusion (extracellular to periplasm),-83.729482706032,
rxn08126_c0,Amylomaltase (maltotriose),0.0,
rxn08126_d0,Amylomaltase (maltotriose),0.0,
rxn08127_c0,Amylomaltase (maltotetraose),0.0,
rxn08127_d0,Amylomaltase (maltotetraose),0.0,
rxn08128_c0,Amylomaltase (maltopentaose),0.0,
rxn08128_d0,Amylomaltase (maltopentaose),0.0,
rxn08134_d0,AMP transport via diffusion (extracellular to periplasm),-6.9056506504965185,
rxn08134_m0,AMP transport via diffusion (extracellular to periplasm),7.010800410995261,
rxn08134_x0,AMP transport via diffusion (extracellular to periplasm),0.0006791688083070001,
rxn08155_d0,L-arginine transport via diffusion (extracellular to periplasm),-0.04333333300000142,
rxn08155_m0,L-arginine transport via diffusion (extracellular to periplasm),0.043255874047001416,
rxn08155_x0,L-arginine transport via diffusion (extracellular to periplasm),0.0,
rxn08170_d0,L-aspartate transport via diffusion (extracellular to periplasm),0.0,
rxn08170_m0,L-aspartate transport via diffusion (extracellular to periplasm),0.139816627637732,
rxn08170_x0,L-aspartate transport via diffusion (extracellular to periplasm),-0.14089253624494374,
rxn08173_j0,F(1)-ATPase,3.073738061101195,
rxn08217_m0,citrate transport via diffusion (extracellular to periplasm),0.0,
rxn08217_v0,citrate transport via diffusion (extracellular to periplasm),0.0,
rxn08217_x0,citrate transport via diffusion (extracellular to periplasm),0.0,
rxn08233_c0,Chloride/proton antiport,0.00043750349999999996,
rxn08236_d0,CMP transport via diffusion (extracellular to periplasm),0.0,
rxn08236_m0,CMP transport via diffusion (extracellular to periplasm),0.0,
rxn08236_v0,CMP transport via diffusion (extracellular to periplasm),0.0,
rxn08284_d0,L-cysteine transport via diffusion (extracellular to periplasm),-0.00021068501879999325,
rxn08284_m0,L-cysteine transport via diffusion (extracellular to periplasm),7.291724999999999e-07,
rxn08335_m0,(S)-dihydroorotate:quinone oxidoreductase,0.0,
rxn08351_m0,D-lactate transport via diffusion (extracellular to periplasm),0.0,
rxn08352_d0,R08210,0.0,
rxn08392_d0,trans hexadecenoyl-[acp] reductase,0.0025885623750000002,
rxn08436_d0,RXN-9549.c,0.002398977525,
rxn08440_x0,lauroyl-CoA hydrolase,0.0,
rxn08444_x0,Stearoyl-CoA hydrolase,0.0,
rxn08525_d0,formate transport via diffusion (extracellular to periplasm),0.0008940821109171223,
rxn08525_m0,formate transport via diffusion (extracellular to periplasm),0.0,
rxn08525_v0,formate transport via diffusion (extracellular to periplasm),0.0,
rxn08525_x0,formate transport via diffusion (extracellular to periplasm),0.0,
rxn08544_d0,Fumarate transport via diffusion (extracellular to periplasm),-0.04714845714591769,
rxn08544_m0,Fumarate transport via diffusion (extracellular to periplasm),0.04714845714591769,
rxn08544_x0,Fumarate transport via diffusion (extracellular to periplasm),0.0,
rxn08556_m0,sn-glycerol 3-phosphate:ubiquinone-8 oxidoreductase,0.0,
rxn08558_m0,anaerobic glycerol-3-phosphate dehydrogenase,0.0,
rxn08558_w0,anaerobic glycerol-3-phosphate dehydrogenase,0.0,
rxn08625_d0,L-glutamine transport via diffusion (extracellular to periplasm),-0.26126833045291076,
rxn08625_m0,L-glutamine transport via diffusion (extracellular to periplasm),-0.22625712932843484,
rxn08625_x0,L-glutamine transport via diffusion (extracellular to periplasm),0.0,
rxn08633_d0,L-glutamate transport via diffusion (extracellular to periplasm),0.0,
rxn08633_m0,L-glutamate transport via diffusion (extracellular to periplasm),0.0,
rxn08633_x0,L-glutamate transport via diffusion (extracellular to periplasm),84.21625768064284,
rxn08645_d0,D-glycerate transport via diffusion (extracellular to periplasm),0.0,
rxn08645_m0,D-glycerate transport via diffusion (extracellular to periplasm),0.0,
rxn08645_x0,D-glycerate transport via diffusion (extracellular to periplasm),0.0,
rxn08653_d0,glycolate transport via diffusion (extracellular to periplasm),-15.581156362279577,
rxn08653_m0,glycolate transport via diffusion (extracellular to periplasm),0.0,
rxn08653_x0,glycolate transport via diffusion (extracellular to periplasm),15.581160737314576,
rxn08680_d0,GTP transport via diffusion (extracellular to periplasm),1.4583450000001108e-06,
rxn08680_m0,GTP transport via diffusion (extracellular to periplasm),0.0,
rxn08680_v0,GTP transport via diffusion (extracellular to periplasm),0.0,
rxn08685_d0,hydrogen peroxide transport via diffusion (external),0.0,
rxn08685_x0,hydrogen peroxide transport via diffusion (external),0.0,
rxn08689_d0,h2s transport (periplasm),0.0,
rxn08689_m0,h2s transport (periplasm),0.0,
rxn08703_c0,S-methylmethionine homocysteine transmethylase,0.0,
rxn08704_d0,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),-0.002398977525,
rxn08704_x0,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),0.0,
rxn08721_d0,L-histidine transport via diffusion (extracellular to periplasm),-0.00026426044739999996,
rxn08721_m0,L-histidine transport via diffusion (extracellular to periplasm),0.0,
